order_id,product_id,unit_price,quantity,discount
10038,10,122.41,11,0.15
10038,22,50.69,8,0
10038,4,102.11,28,0
10038,21,37.41,15,0
10038,4,102.11,4,0
10039,21,37.41,4,0
10039,25,126.69,5,0.2
10039,26,71.88,1,0.15
10040,24,33.59,2,0
10040,5,138.59,22,0
10040,2,46.31,14,0
10040,24,33.59,12,0.15
10041,9,15.53,14,0.2
10041,16,53.06,7,0.05
10041,20,110.63,24,0.2
10041,5,138.59,13,0
10041,28,82.66,17,0.05
10042,20,110.63,10,0.15
10042,5,138.59,29,0.05
10042,12,36.32,23,0.2
10042,7,100.8,16,0
10043,6,126.81,2,0
10043,21,37.41,15,0
10043,28,82.66,26,0.15
10044,17,46.73,13,0.2
10044,26,71.88,18,0.1
10044,4,102.11,9,0.1
10044,3,23.37,28,0.2
10044,19,126.75,30,0.2
10045,25,126.69,29,0
10046,30,9.6,4,0.1
10046,16,53.06,16,0.1
10047,21,37.41,14,0.1
10047,20,110.63,12,0
10048,11,9.48,19,0.05
10048,28,82.66,15,0.2
10049,30,9.6,24,0
10049,5,138.59,17,0.2
10049,29,88.3,16,0
10049,19,126.75,5,0.2
10050,26,71.88,14,0.15
10051,17,46.73,8,0.2
10051,3,23.37,30,0
10051,23,89.13,11,0.05
10051,18,29.58,2,0.2
10051,2,46.31,23,0
10052,6,126.81,19,0
10053,28,82.66,29,0.2
10053,24,33.59,8,0
10054,11,9.48,15,0.05
10054,13,137.34,13,0
10054,15,45.97,30,0.15
10055,26,71.88,14,0.1
10055,13,137.34,15,0.1
10055,12,36.32,1,0.15
10055,10,122.41,19,0
10055,22,50.69,25,0.15
10056,25,126.69,12,0.05
10056,3,23.37,15,0
10056,2,46.31,23,0
10056,8,121.87,2,0.1
10056,28,82.66,5,0.2
10057,10,122.41,8,0.1
10057,18,29.58,19,0.15
10057,17,46.73,23,0.2
10058,27,108.23,15,0.1
10058,22,50.69,3,0
10058,1,68.16,1,0.15
10058,28,82.66,12,0
10059,28,82.66,17,0
10059,18,29.58,9,0.05
10060,19,126.75,8,0.15
10060,30,9.6,13,0
10061,27,108.23,22,0.15
10061,9,15.53,27,0.15
10062,27,108.23,5,0
10062,20,110.63,13,0
10062,27,108.23,15,0.05
10063,18,29.58,24,0.1
10063,5,138.59,9,0.1
10063,7,100.8,13,0
10064,27,108.23,24,0.15
10064,11,9.48,16,0
10064,10,122.41,28,0
10064,20,110.63,10,0.1
10065,28,82.66,13,0.15
10066,19,126.75,23,0.05
10066,13,137.34,1,0
10066,12,36.32,1,0
10067,8,121.87,10,0
10068,13,137.34,23,0
10069,23,89.13,22,0
10069,24,33.59,6,0.2
10069,19,126.75,10,0
10070,12,36.32,21,0.05
10070,4,102.11,8,0
10070,20,110.63,5,0
10071,8,121.87,8,0
10071,20,110.63,5,0.1
10072,19,126.75,2,0.05
10072,9,15.53,21,0.2
10072,3,23.37,10,0.2
10072,14,50.34,11,0.2
10072,23,89.13,9,0.1
10073,15,45.97,6,0
10073,15,45.97,22,0
10074,24,33.59,8,0
10074,17,46.73,4,0.15
10075,6,126.81,30,0.05
10076,5,138.59,15,0
10077,18,29.58,14,0.05
10077,29,88.3,1,0.05
10077,21,37.41,3,0
10077,30,9.6,12,0.2
10078,20,110.63,21,0.05
10079,26,71.88,5,0.15
10079,12,36.32,6,0
10079,29,88.3,19,0
10080,26,71.88,24,0
10081,6,126.81,4,0
10081,19,126.75,19,0.15
10082,29,88.3,6,0
10082,9,15.53,21,0
10082,29,88.3,5,0.05
10082,12,36.32,26,0.15
10082,5,138.59,2,0
10083,23,89.13,30,0.05
10084,13,137.34,6,0
10084,21,37.41,13,0.15
10084,7,100.8,5,0.1
10084,12,36.32,28,0.2
10085,2,46.31,15,0.05
10086,5,138.59,10,0
10086,1,68.16,17,0
10086,16,53.06,11,0.05
10086,22,50.69,30,0.1
10086,26,71.88,11,0
10087,17,46.73,9,0.2
10087,13,137.34,29,0
10088,7,100.8,23,0
10089,30,9.6,13,0.05
10089,30,9.6,21,0
10089,12,36.32,7,0.2
10089,12,36.32,20,0
10089,13,137.34,30,0
10090,21,37.41,5,0
10090,19,126.75,9,0
10091,30,9.6,19,0.15
10092,30,9.6,21,0.15
10092,17,46.73,5,0
10093,4,102.11,20,0.2
10093,23,89.13,1,0.15
10093,24,33.59,23,0
10093,19,126.75,29,0.1
10093,21,37.41,26,0
10094,6,126.81,5,0.1
10094,5,138.59,10,0.1
10095,29,88.3,1,0.2
10095,30,9.6,15,0.05
10096,23,89.13,24,0.15
10096,2,46.31,19,0.1
10096,25,126.69,26,0
10096,12,36.32,11,0.15
10096,2,46.31,19,0.2
10097,21,37.41,16,0.1
10097,21,37.41,10,0
10098,17,46.73,10,0.1
10098,25,126.69,10,0
10098,11,9.48,19,0
10098,7,100.8,21,0.2
10099,8,121.87,4,0
10099,11,9.48,6,0.2
10099,2,46.31,19,0.05
10100,13,137.34,11,0.2
10100,3,23.37,27,0.2
10101,27,108.23,22,0
10102,6,126.81,5,0
10102,25,126.69,4,0.05
10102,25,126.69,17,0.1
10103,21,37.41,3,0.05
10103,8,121.87,25,0
10104,4,102.11,22,0
10104,30,9.6,10,0.05
10104,10,122.41,26,0.15
10104,8,121.87,28,0
10104,3,23.37,27,0.2
10105,6,126.81,25,0.1
10106,21,37.41,22,0.2
10107,13,137.34,22,0
10108,4,102.11,18,0.2
10108,21,37.41,11,0.2
10109,21,37.41,5,0.15
10109,5,138.59,2,0.2
10109,24,33.59,28,0.15
10109,29,88.3,30,0.1
10109,27,108.23,26,0
10110,14,50.34,20,0.2
10110,13,137.34,15,0.05
10110,28,82.66,13,0
10110,8,121.87,27,0
10110,13,137.34,18,0
10111,26,71.88,28,0
10112,21,37.41,14,0.1
10112,20,110.63,7,0.1
10112,7,100.8,14,0.05
10112,28,82.66,7,0.15
10112,11,9.48,30,0.2
10113,5,138.59,23,0.15
10114,16,53.06,21,0.1
10115,14,50.34,24,0
10116,28,82.66,1,0
10116,18,29.58,25,0
10116,9,15.53,30,0.2
10116,6,126.81,25,0.15
10116,12,36.32,9,0
10117,14,50.34,4,0.05
10117,3,23.37,25,0.15
10117,2,46.31,7,0.15
10118,7,100.8,30,0.2
10118,16,53.06,21,0.15
10119,2,46.31,9,0
10119,19,126.75,26,0.05
10120,8,121.87,13,0.1
10120,10,122.41,4,0.1
10120,4,102.11,7,0.15
10121,12,36.32,23,0.05
10121,8,121.87,10,0.1
10122,23,89.13,5,0.15
10123,30,9.6,22,0.1
10123,10,122.41,24,0.05
10124,26,71.88,14,0.05
10124,23,89.13,1,0.15
10125,20,110.63,26,0.2
10125,12,36.32,13,0.1
10125,13,137.34,14,0
10125,28,82.66,30,0
10125,17,46.73,23,0
10126,26,71.88,5,0
10126,14,50.34,25,0.1
10126,15,45.97,12,0
10127,23,89.13,18,0.05
10127,13,137.34,24,0.1
10128,8,121.87,26,0.1
10129,26,71.88,5,0
10130,21,37.41,26,0.05
10130,23,89.13,5,0
10130,11,9.48,2,0.2
10130,3,23.37,26,0.05
10131,21,37.41,13,0.1
10132,2,46.31,9,0.1
10133,11,9.48,18,0.1
10133,7,100.8,21,0
10134,8,121.87,24,0.05
10134,9,15.53,13,0.1
10135,4,102.11,24,0
10136,15,45.97,26,0
10136,10,122.41,22,0.2
10136,11,9.48,26,0.05
10136,24,33.59,19,0.1
10136,26,71.88,1,0.2
10137,14,50.34,22,0.2
10138,27,108.23,17,0.1
10138,22,50.69,27,0.15
10138,13,137.34,8,0
10138,15,45.97,8,0.05
10138,9,15.53,22,0
10139,6,126.81,23,0.2
10140,19,126.75,3,0
10140,18,29.58,18,0.2
10140,19,126.75,24,0.15
10140,16,53.06,1,0.15
10140,14,50.34,18,0.05
10141,17,46.73,30,0.05
10142,19,126.75,18,0
10142,24,33.59,25,0.15
10142,23,89.13,24,0.05
10143,25,126.69,14,0.15
10143,7,100.8,7,0.2
10143,14,50.34,12,0
10144,7,100.8,26,0
10144,23,89.13,16,0.05
10144,20,110.63,3,0
10144,5,138.59,12,0.05
10144,26,71.88,4,0.15
10145,3,23.37,25,0.2
10145,24,33.59,1,0.15
10145,9,15.53,9,0.15
10146,5,138.59,1,0
10147,8,121.87,19,0.05
10148,21,37.41,9,0.1
10148,1,68.16,12,0
10148,29,88.3,3,0.15
10148,23,89.13,15,0
10149,3,23.37,11,0
10149,2,46.31,17,0.2
10149,7,100.8,13,0
10149,25,126.69,21,0.2
10150,4,102.11,8,0
10150,19,126.75,25,0
10150,14,50.34,11,0
10151,21,37.41,5,0.1
10151,12,36.32,24,0.1
10151,21,37.41,17,0.2
10151,5,138.59,20,0
10151,13,137.34,19,0
10152,9,15.53,4,0
10153,30,9.6,27,0.15
10153,7,100.8,26,0.15
10153,20,110.63,17,0
10153,17,46.73,14,0.2
10153,28,82.66,23,0.15
10154,30,9.6,11,0.15
10154,25,126.69,13,0.2
10154,18,29.58,8,0
10154,4,102.11,7,0
10155,22,50.69,4,0.15
10155,17,46.73,2,0
10155,12,36.32,1,0
10155,3,23.37,20,0
10156,11,9.48,1,0
10156,6,126.81,27,0.15
10156,3,23.37,5,0
10157,9,15.53,22,0.05
10157,7,100.8,16,0.05
10158,7,100.8,9,0
10158,10,122.41,28,0
10159,10,122.41,9,0
10159,15,45.97,22,0.15
10159,17,46.73,24,0.1
10159,1,68.16,25,0.15
10160,5,138.59,11,0
10160,4,102.11,6,0.1
10161,26,71.88,14,0
10161,13,137.34,16,0
10162,6,126.81,20,0
10162,18,29.58,27,0.15
10163,6,126.81,23,0
10163,22,50.69,22,0
10164,21,37.41,9,0.15
10164,10,122.41,3,0.05
10164,15,45.97,29,0
10164,22,50.69,25,0
10165,4,102.11,21,0
10165,2,46.31,1,0
10165,27,108.23,18,0
10166,10,122.41,20,0
10166,9,15.53,9,0.15
10166,26,71.88,2,0.2
10166,24,33.59,30,0.2
10166,14,50.34,23,0
10167,3,23.37,26,0.2
10167,30,9.6,9,0.1
10167,28,82.66,17,0.15
10168,27,108.23,7,0.15
10168,4,102.11,10,0.2
10168,24,33.59,30,0
10168,15,45.97,28,0
10169,10,122.41,22,0
10169,11,9.48,2,0
10169,4,102.11,6,0.05
10169,16,53.06,12,0
10170,14,50.34,8,0.15
10170,14,50.34,16,0.05
10170,10,122.41,10,0
10171,16,53.06,16,0
10171,4,102.11,8,0
10172,18,29.58,4,0
10173,19,126.75,12,0
10173,1,68.16,16,0
10174,30,9.6,29,0
10174,21,37.41,11,0
10174,2,46.31,9,0.2
10175,16,53.06,1,0.05
10175,29,88.3,2,0
10175,18,29.58,28,0
10176,20,110.63,22,0.2
10176,6,126.81,24,0
10177,18,29.58,22,0
10178,10,122.41,5,0.15
10178,13,137.34,14,0.2
10178,8,121.87,10,0.15
10178,23,89.13,16,0
10179,2,46.31,28,0
10179,23,89.13,17,0
10179,20,110.63,28,0
10179,19,126.75,23,0.1
10179,15,45.97,8,0.2
10180,20,110.63,21,0.1
10180,1,68.16,13,0.1
10180,24,33.59,28,0
10181,28,82.66,30,0.15
10181,30,9.6,1,0.05
10181,26,71.88,13,0.1
10181,8,121.87,12,0
10181,14,50.34,5,0
10182,14,50.34,27,0
10182,5,138.59,4,0.15
10182,9,15.53,20,0.2
10182,12,36.32,20,0
10183,28,82.66,1,0
10183,22,50.69,28,0.1
10184,21,37.41,21,0.2
10184,22,50.69,20,0
10184,8,121.87,6,0.2
10184,20,110.63,28,0.1
10185,14,50.34,26,0
10186,30,9.6,1,0.1
10186,10,122.41,30,0.05
10186,20,110.63,6,0
10187,6,126.81,27,0.2
10188,8,121.87,13,0.15
10188,1,68.16,27,0
10188,11,9.48,19,0.2
10188,18,29.58,8,0
10188,1,68.16,17,0
10189,2,46.31,12,0
10189,6,126.81,25,0
10189,27,108.23,2,0
10189,14,50.34,3,0.15
10190,6,126.81,27,0.2
10190,28,82.66,22,0.05
10190,17,46.73,22,0
10190,30,9.6,8,0
10191,6,126.81,17,0.2
10191,2,46.31,22,0
10191,10,122.41,20,0
10191,13,137.34,10,0
10192,7,100.8,25,0.2
10192,25,126.69,13,0.2
10193,30,9.6,19,0.1
10194,7,100.8,19,0.1
10194,23,89.13,11,0
10194,12,36.32,9,0
10194,11,9.48,29,0
10194,18,29.58,7,0.2
10195,23,89.13,19,0
10195,10,122.41,24,0
10196,8,121.87,21,0
10196,12,36.32,6,0.1
10196,20,110.63,8,0.05
10196,30,9.6,20,0
10197,22,50.69,12,0.2
10197,4,102.11,26,0.05
10197,15,45.97,12,0.2
10198,21,37.41,30,0.15
10198,13,137.34,6,0.1
10198,30,9.6,6,0.15
10198,20,110.63,5,0
10198,20,110.63,8,0
10199,30,9.6,23,0
10199,29,88.3,13,0.05
10199,19,126.75,16,0.1
10199,2,46.31,29,0
10199,27,108.23,28,0
10200,24,33.59,8,0
10200,18,29.58,2,0
10200,20,110.63,4,0.05
10201,25,126.69,17,0.15
10202,22,50.69,13,0
10202,26,71.88,18,0.2
10202,4,102.11,26,0.15
10203,8,121.87,30,0.15
10203,20,110.63,27,0.15
10203,12,36.32,21,0
10204,3,23.37,18,0
10205,27,108.23,5,0.05
10205,14,50.34,6,0.05
10205,9,15.53,9,0.2
10205,27,108.23,4,0
10205,21,37.41,28,0.05
10206,26,71.88,2,0
10206,5,138.59,13,0.05
10206,4,102.11,20,0
10207,5,138.59,30,0
10207,24,33.59,28,0
10208,19,126.75,4,0
10208,6,126.81,26,0.1
10208,7,100.8,6,0.2
10209,7,100.8,18,0
10209,12,36.32,19,0
10209,11,9.48,12,0.2
10210,1,68.16,30,0.2
10210,2,46.31,5,0
10210,10,122.41,16,0.2
10210,4,102.11,12,0.1
10210,3,23.37,21,0
10211,5,138.59,16,0.2
10211,17,46.73,15,0
10211,2,46.31,1,0.1
10211,16,53.06,15,0
10212,11,9.48,22,0
10212,16,53.06,26,0
10212,10,122.41,14,0.05
10212,7,100.8,16,0.1
10212,21,37.41,11,0.2
10213,21,37.41,29,0
10213,5,138.59,29,0
10213,28,82.66,14,0
10214,18,29.58,8,0.15
10214,11,9.48,22,0
10214,1,68.16,5,0.15
10214,20,110.63,11,0
10215,4,102.11,7,0.15
10215,25,126.69,19,0.2
10215,6,126.81,15,0
10215,23,89.13,1,0.05
10216,19,126.75,18,0.15
10216,14,50.34,1,0.2
10216,23,89.13,9,0.1
10217,6,126.81,18,0
10217,11,9.48,24,0.1
10217,19,126.75,18,0
10217,23,89.13,7,0
10218,18,29.58,10,0.1
10218,22,50.69,20,0.1
10218,7,100.8,16,0.1
10218,24,33.59,29,0.1
10218,23,89.13,29,0.15
10219,3,23.37,12,0
10219,8,121.87,8,0.1
10219,19,126.75,8,0.2
10219,2,46.31,20,0.15
10220,22,50.69,29,0
10220,17,46.73,8,0.05
10221,6,126.81,25,0
10221,20,110.63,17,0
10221,13,137.34,26,0.15
10221,21,37.41,29,0
10221,1,68.16,1,0
10222,6,126.81,6,0
10223,9,15.53,27,0.1
10223,5,138.59,11,0
10224,24,33.59,4,0.05
10224,24,33.59,2,0
10224,13,137.34,3,0.2
10225,24,33.59,28,0.05
10226,10,122.41,6,0
10226,26,71.88,26,0
10227,8,121.87,4,0
10227,1,68.16,26,0.15
10227,20,110.63,14,0.15
10228,5,138.59,13,0
10228,13,137.34,13,0.05
10228,16,53.06,19,0.2
10228,16,53.06,2,0.15
10229,23,89.13,10,0.2
10229,27,108.23,4,0.15
10229,23,89.13,13,0
10229,3,23.37,22,0.15
10230,22,50.69,10,0.1
10230,10,122.41,20,0
10231,23,89.13,2,0
10232,16,53.06,21,0.2
10232,13,137.34,21,0.2
10233,30,9.6,12,0
10233,10,122.41,2,0.15
10233,10,122.41,13,0
10233,29,88.3,28,0.2
10233,11,9.48,30,0.05
10234,25,126.69,21,0.15
10234,9,15.53,22,0.05
10234,4,102.11,11,0
10234,2,46.31,18,0
10234,20,110.63,13,0
10235,19,126.75,23,0
10235,3,23.37,1,0
10236,25,126.69,21,0.05
10236,3,23.37,1,0.2
10236,25,126.69,5,0.1
10236,18,29.58,21,0.05
10237,13,137.34,28,0.2
10237,18,29.58,16,0.2
10237,15,45.97,20,0
10237,19,126.75,30,0.15
10237,17,46.73,12,0
10238,3,23.37,11,0
10238,14,50.34,20,0
10238,23,89.13,20,0.05
10239,21,37.41,7,0.15
10239,19,126.75,5,0.05
10239,23,89.13,1,0
10239,15,45.97,29,0.15
10239,16,53.06,13,0
10240,12,36.32,13,0.15
10241,1,68.16,19,0.05
10242,20,110.63,5,0.2
10243,15,45.97,6,0.2
10243,14,50.34,21,0.15
10244,19,126.75,30,0
10244,2,46.31,25,0.15
10244,6,126.81,11,0.2
10244,11,9.48,9,0
10244,17,46.73,14,0
10245,28,82.66,19,0
10245,26,71.88,13,0
10245,28,82.66,26,0.1
10246,29,88.3,17,0.1
10246,29,88.3,15,0
10246,17,46.73,16,0
10246,20,110.63,16,0.1
10247,3,23.37,4,0.15
10247,29,88.3,12,0
10248,5,138.59,11,0.15
10248,25,126.69,21,0.05
10248,3,23.37,10,0.05
10248,12,36.32,8,0.05
10248,25,126.69,21,0
10249,7,100.8,24,0.15
10249,14,50.34,14,0
10249,27,108.23,13,0.2
10249,14,50.34,23,0
10249,5,138.59,23,0
10250,10,122.41,2,0.15
10250,6,126.81,15,0.1
10250,22,50.69,23,0.2
10250,11,9.48,8,0
10251,8,121.87,15,0
10251,7,100.8,9,0.2
10251,1,68.16,13,0
10251,14,50.34,27,0
10252,12,36.32,16,0.15
10252,19,126.75,15,0
10252,5,138.59,4,0.15
10252,20,110.63,4,0
10252,29,88.3,13,0
10253,9,15.53,22,0.1
10253,12,36.32,23,0.15
10253,11,9.48,5,0
10253,13,137.34,8,0
10253,10,122.41,30,0
10254,18,29.58,15,0
10254,4,102.11,16,0
10255,28,82.66,4,0.05
10255,2,46.31,25,0.05
10255,26,71.88,7,0.2
10256,8,121.87,10,0
10256,28,82.66,3,0
10256,30,9.6,14,0
10256,8,121.87,5,0.1
10257,12,36.32,7,0.15
10257,25,126.69,1,0
10257,13,137.34,28,0
10258,11,9.48,25,0.15
10258,13,137.34,28,0
10259,7,100.8,19,0.1
10259,9,15.53,8,0.1
10259,27,108.23,12,0.1
10259,3,23.37,8,0.05
10259,21,37.41,16,0
10260,23,89.13,13,0
10260,8,121.87,1,0
10260,30,9.6,28,0.1
10260,30,9.6,25,0.05
10261,14,50.34,12,0.15
10261,1,68.16,22,0
10261,16,53.06,16,0.2
10262,23,89.13,27,0.15
10262,2,46.31,28,0
10262,13,137.34,2,0.2
10262,25,126.69,23,0.2
10263,21,37.41,21,0.15
10263,8,121.87,17,0
10263,6,126.81,5,0
10263,16,53.06,14,0
10264,15,45.97,14,0
10264,18,29.58,29,0.1
10264,17,46.73,5,0
10264,14,50.34,11,0.15
10265,13,137.34,30,0
10266,16,53.06,20,0
10267,13,137.34,25,0.15
10267,9,15.53,29,0.1
10267,2,46.31,27,0
10267,12,36.32,28,0.2
10267,12,36.32,27,0.15
10268,2,46.31,6,0.15
10269,20,110.63,30,0
10269,17,46.73,12,0
10269,26,71.88,5,0.05
10269,17,46.73,17,0
10269,25,126.69,18,0
10270,2,46.31,23,0
10270,12,36.32,7,0.05
10271,3,23.37,8,0
10271,4,102.11,28,0.1
10271,9,15.53,21,0.05
10271,29,88.3,22,0
10271,15,45.97,19,0.05
10272,25,126.69,14,0.15
10272,22,50.69,5,0.15
10273,24,33.59,20,0.05
10273,16,53.06,26,0.05
10273,9,15.53,5,0.2
10273,29,88.3,6,0
10274,17,46.73,26,0
10275,5,138.59,6,0
10275,29,88.3,28,0.05
10276,16,53.06,11,0.15
10276,21,37.41,19,0
10276,7,100.8,12,0.05
10276,11,9.48,21,0
10277,3,23.37,3,0.05
10277,22,50.69,29,0
10277,27,108.23,8,0
10277,13,137.34,23,0
10277,26,71.88,15,0.1
10278,6,126.81,23,0.15
10279,28,82.66,6,0.1
10279,11,9.48,1,0
10279,11,9.48,5,0.2
10279,6,126.81,16,0
10280,13,137.34,23,0
10280,27,108.23,30,0.1
10280,4,102.11,19,0
10280,26,71.88,27,0.1
10281,18,29.58,11,0.15
10282,19,126.75,29,0.15
10282,10,122.41,10,0
10282,23,89.13,4,0
10283,12,36.32,15,0
10283,9,15.53,10,0.15
10283,5,138.59,5,0.1
10284,28,82.66,3,0
10285,3,23.37,23,0
10285,24,33.59,12,0
10285,10,122.41,22,0.2
10286,22,50.69,27,0
10286,8,121.87,9,0.05
10286,10,122.41,10,0
10286,27,108.23,6,0.05
10287,1,68.16,8,0
10287,23,89.13,15,0.2
10287,7,100.8,19,0.2
10288,5,138.59,24,0.05
10289,18,29.58,7,0.2
10289,14,50.34,25,0
10289,3,23.37,1,0
10290,17,46.73,21,0.15
10290,8,121.87,13,0
10290,19,126.75,29,0.2
10290,7,100.8,8,0
10290,24,33.59,16,0
10291,29,88.3,1,0.2
10292,19,126.75,11,0.05
10293,4,102.11,4,0
10293,16,53.06,11,0.15
10293,22,50.69,15,0.2
10294,18,29.58,30,0.15
10294,21,37.41,2,0
10295,11,9.48,21,0.2
10295,30,9.6,30,0
10295,29,88.3,18,0.15
10295,15,45.97,7,0
10296,29,88.3,23,0.2
10296,6,126.81,10,0.1
10296,24,33.59,28,0.05
10297,21,37.41,11,0
10297,20,110.63,10,0.15
10298,25,126.69,10,0.15
10298,12,36.32,11,0
10298,18,29.58,22,0.15
10299,14,50.34,22,0
10299,14,50.34,3,0
10299,13,137.34,13,0
10299,21,37.41,17,0.05
10300,2,46.31,17,0.2
10300,17,46.73,10,0
10300,3,23.37,16,0.05
10300,23,89.13,22,0.1
10301,3,23.37,30,0.15
10301,13,137.34,28,0.05
10302,15,45.97,30,0.05
10302,12,36.32,1,0.2
10302,25,126.69,11,0.2
10302,3,23.37,23,0
10302,15,45.97,30,0.05
10303,9,15.53,23,0.1
10303,2,46.31,23,0.1
10304,25,126.69,9,0
10304,30,9.6,28,0.1
10304,5,138.59,6,0
10304,24,33.59,24,0.05
10305,25,126.69,8,0.05
10305,26,71.88,11,0
10305,11,9.48,17,0
10305,17,46.73,1,0
10305,6,126.81,18,0.05
10306,22,50.69,4,0
10306,3,23.37,10,0.15
10306,26,71.88,17,0
10306,6,126.81,2,0.2
10306,4,102.11,4,0
10307,14,50.34,14,0.1
10307,14,50.34,29,0
10308,28,82.66,26,0.1
10308,3,23.37,24,0.05
10308,30,9.6,2,0.2
10308,27,108.23,29,0
10308,3,23.37,26,0
10309,14,50.34,28,0.1
10310,4,102.11,2,0.15
10311,30,9.6,26,0.1
10311,14,50.34,23,0.05
10311,24,33.59,13,0.05
10311,22,50.69,27,0
10311,24,33.59,9,0.05
10312,17,46.73,28,0.1
10313,28,82.66,28,0.15
10313,14,50.34,27,0
10313,11,9.48,14,0.2
10313,10,122.41,6,0.05
10313,29,88.3,23,0
10314,21,37.41,16,0.05
10315,16,53.06,8,0.1
10315,28,82.66,4,0
10315,10,122.41,27,0
10315,10,122.41,30,0.2
10315,5,138.59,5,0.1
10316,22,50.69,29,0.15
10316,30,9.6,13,0.2
10316,3,23.37,25,0
10316,28,82.66,18,0.15
10317,5,138.59,5,0
10317,18,29.58,24,0.15
10318,10,122.41,8,0
10318,19,126.75,27,0.15
10318,12,36.32,11,0
10319,5,138.59,21,0
10320,12,36.32,15,0
10320,18,29.58,22,0
10320,6,126.81,4,0
10321,23,89.13,3,0
10321,2,46.31,16,0
10322,8,121.87,8,0.2
10322,4,102.11,29,0
10322,16,53.06,9,0
10323,6,126.81,27,0.15
10324,16,53.06,5,0
10324,23,89.13,8,0.15
10324,7,100.8,21,0.2
10324,2,46.31,16,0
10324,2,46.31,8,0
10325,18,29.58,16,0.2
10325,11,9.48,17,0.1
10325,11,9.48,21,0
10325,3,23.37,24,0
10325,5,138.59,20,0.05
10326,25,126.69,8,0.15
10326,7,100.8,4,0.15
10326,18,29.58,26,0.2
10326,8,121.87,6,0
10327,27,108.23,9,0.15
10327,9,15.53,24,0.2
10328,13,137.34,23,0
10328,3,23.37,19,0.05
10328,2,46.31,30,0.2
10328,11,9.48,24,0
10328,8,121.87,5,0.15
10329,5,138.59,21,0.2
10329,14,50.34,1,0
10329,7,100.8,17,0.05
10329,12,36.32,26,0.2
10330,24,33.59,28,0
10330,18,29.58,2,0
10330,25,126.69,13,0
10330,18,29.58,19,0.1
10331,3,23.37,10,0.1
10331,26,71.88,5,0
10331,7,100.8,6,0.2
10332,3,23.37,6,0.2
10332,9,15.53,29,0.2
10333,28,82.66,3,0.2
10333,30,9.6,23,0.2
10333,1,68.16,5,0.15
10334,29,88.3,14,0
10334,17,46.73,14,0.05
10335,24,33.59,7,0.2
