review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
b3890417-d771-4e40-a052-9207d02fe090,ORD0005379,5,,Not satisfied.,2021-02-09,2021-02-09 09:54:00
1929e08c-c2c8-4adc-9cf0-d3ddca4b6f34,ORD0009642,5,Bad,Product as described.,2023-07-05,2023-07-05 09:54:00
578cd2c3-d24b-44ee-898d-d2237cd5fd86,ORD0007341,2,Bad,Not satisfied.,2024-04-20,2024-04-20 22:27:00
47592ac8-2647-4683-bd8f-5a821da4ed5d,ORD0009630,5,,Packaging damaged.,2022-08-27,2022-08-27 02:21:00
f115e85e-88f6-4d5f-b5f3-ba554f982749,ORD0000795,4,Good,Would buy again.,2021-06-29,2021-06-29 18:49:00
73c160c2-0687-4c2d-b710-a1b290877ecb,ORD0004959,5,Good,Fast delivery!,2024-06-19,2024-06-19 18:35:00
d0b918b6-fac7-4b76-b394-e1e589b624fe,ORD0002826,5,OK,Fast delivery!,2024-09-03,2024-09-03 18:05:00
8dc07870-c231-4039-9c6d-287cf277d1dd,ORD0003314,4,Bad,Fast delivery!,2022-02-08,2022-02-08 13:34:00
92fd8f2a-5f88-4f48-84cc-ab5e76198d59,ORD0003613,2,Great!,Product as described.,2022-07-16,2022-07-16 07:11:00
7fc8cda5-0542-45a8-85df-cbea7a5868a7,ORD0006290,4,Good,Packaging damaged.,2024-09-18,2024-09-18 09:05:00
8a302048-ae97-4ead-b066-1513dc6e7b15,ORD0005222,5,Great!,,2024-09-20,2024-09-20 13:01:00
d30a342b-56cd-41f4-a563-5c4434d8c5e9,ORD0003559,3,,Packaging damaged.,2021-07-02,2021-07-02 18:52:00
8abea1dc-876f-4b76-bc2f-db4a9d6c5eba,ORD0005389,5,OK,Product as described.,2024-04-30,2024-04-30 17:59:00
154761f4-d76f-412c-9d58-ff10d4d95cad,ORD0004880,3,,Not satisfied.,2024-06-20,2024-06-20 00:48:00
09e3cca8-2640-4081-89ec-2bec542dbf45,ORD0003008,1,Bad,Fast delivery!,2022-12-23,2022-12-23 00:37:00
028fcd30-c613-400f-beaf-0cfff1d17b1c,ORD0008262,4,OK,Product as described.,2021-04-22,2021-04-22 06:30:00
10818e9b-d067-49a8-95a5-6e249dd3b645,ORD0001869,1,Good,Packaging damaged.,2021-04-10,2021-04-10 23:32:00
af499bc8-9c27-4023-8e3a-00d592717ff0,ORD0003202,5,Good,Packaging damaged.,2024-09-03,2024-09-03 19:13:00
965b0816-f76e-4165-b36e-6ecd449e09d6,ORD0006728,2,,Packaging damaged.,2022-10-29,2022-10-29 03:30:00
413515f7-54aa-4d71-85dc-41d951b4a73a,ORD0002997,5,Great!,Would buy again.,2021-04-09,2021-04-09 02:57:00
69eadfaa-c512-4f60-a320-6352e9035bcc,ORD0007356,4,OK,Packaging damaged.,2021-01-19,2021-01-19 03:45:00
c7e566b9-ec45-4c49-b593-42328eb630b1,ORD0003009,4,OK,Excellent quality!,2021-03-13,2021-03-13 22:29:00
ecfc2992-f919-4956-83fb-845fff02d1a0,ORD0009132,5,Bad,Excellent quality!,2024-09-14,2024-09-14 05:39:00
2acd6fdd-c5a1-442f-95b3-d0f7190a98c6,ORD0003939,4,Good,,2022-09-19,2022-09-19 00:34:00
c1823961-4363-4d9a-be61-9d1dfe68c361,ORD0006244,5,Great!,Fast delivery!,2021-12-03,2021-12-03 21:58:00
ebf89020-6b57-4c69-bfe1-bea8ed9925ca,ORD0006727,5,,Would buy again.,2024-05-08,2024-05-08 19:09:00
4f64090e-aa10-42fe-bc8b-a893e34d0557,ORD0001115,5,Bad,Not satisfied.,2023-11-07,2023-11-07 05:29:00
ca7366d2-ce0c-4e64-8c6b-0cac62585cd2,ORD0001735,3,,Excellent quality!,2023-09-15,2023-09-15 21:17:00
dc1a7c99-9ac9-48b0-822f-16391c6952dd,ORD0009956,4,Good,Product as described.,2023-03-11,2023-03-11 00:58:00
1f7b25ba-7d38-4076-bb84-9a8af7e21399,ORD0000130,5,OK,Not satisfied.,2024-12-12,2024-12-12 13:06:00
eda143e7-87ee-437c-984b-4898310b2d7b,ORD0007108,4,Good,Fast delivery!,2022-06-19,2022-06-19 01:23:00
53feaa5d-ef33-4920-83c6-f7c87e32149c,ORD0006784,3,,Would buy again.,2021-07-16,2021-07-16 17:45:00
db69bd71-b321-4687-a9b8-fdc4c7440a56,ORD0001088,2,Great!,Product as described.,2022-08-27,2022-08-27 16:49:00
ed1e2371-5b73-4a64-a11a-3ae0f6fba826,ORD0006601,5,,Would buy again.,2023-10-18,2023-10-18 08:06:00
891f32b2-8fb0-4bc8-87e6-38e539ad1966,ORD0007132,4,Bad,Packaging damaged.,2022-09-01,2022-09-01 23:53:00
7fa36dff-d691-40ea-8502-19971f956c76,ORD0002099,5,,,2024-06-08,2024-06-08 09:31:00
5ebdaf9c-12d2-4182-9a41-d14a4261f18c,ORD0003223,5,OK,Packaging damaged.,2021-01-05,2021-01-05 10:04:00
36c2913c-37bb-47df-9bb6-94d9e1538608,ORD0003845,5,Good,Packaging damaged.,2021-09-15,2021-09-15 12:21:00
616e5624-ccf4-4d41-9ff8-885d9bd9c26f,ORD0002770,5,Bad,Product as described.,2023-03-09,2023-03-09 17:44:00
9ae12a18-6c85-44b2-88b4-3cc1cfb055e0,ORD0008699,5,Bad,,2022-12-19,2022-12-19 01:59:00
05758205-a24d-4599-b934-a60e5fe1a195,ORD0002412,5,,Excellent quality!,2021-06-13,2021-06-13 07:44:00
cd05d1b1-dacd-4226-afd2-664828d47adf,ORD0008494,4,,Packaging damaged.,2021-03-31,2021-03-31 05:17:00
10bf529c-c692-4bde-9449-dc1e4981bd24,ORD0002570,5,,Not satisfied.,2024-05-29,2024-05-29 06:20:00
acdfc9d9-f5c8-4d15-a50b-1a8a9cd95e6a,ORD0004894,5,Good,,2024-08-17,2024-08-17 10:00:00
25023a51-72af-423d-9837-d2daa6bcd87f,ORD0005284,5,Good,Fast delivery!,2022-07-25,2022-07-25 06:54:00
b9035cce-700d-41aa-8d3c-48e59335ec76,ORD0008400,5,,,2023-11-12,2023-11-12 02:44:00
2ad30ef0-7336-4efc-a5dc-fe3d4347fbab,ORD0002145,5,Good,,2021-05-28,2021-05-28 06:14:00
32e28b13-23e3-4f68-807e-11fc5a49abe9,ORD0009525,4,Good,,2023-06-23,2023-06-23 23:49:00
b8168ff8-08a0-4862-8ca2-c18746879be4,ORD0001564,3,OK,Product as described.,2021-09-19,2021-09-19 18:16:00
ff203189-fb74-463d-bd9b-0298bc489a98,ORD0007738,5,Bad,Fast delivery!,2024-08-14,2024-08-14 14:15:00
f226f7e7-2809-4cf3-ae8d-f0202de75430,ORD0009284,5,OK,Fast delivery!,2021-12-20,2021-12-20 09:02:00
3031a205-d96a-4e95-99ad-10168a48017c,ORD0009621,3,OK,Packaging damaged.,2023-11-12,2023-11-12 00:38:00
c8a72d2a-4bab-4c31-878f-9cbda06ad5d7,ORD0005638,2,,Packaging damaged.,2022-06-23,2022-06-23 07:25:00
7740369d-f5d3-4445-81f4-955280189819,ORD0000831,4,Good,Excellent quality!,2022-08-29,2022-08-29 13:42:00
ff04cf4f-abc2-4979-902b-4e70e4e403a5,ORD0009282,5,Good,,2024-09-14,2024-09-14 17:35:00
979aed65-6538-47bc-aee2-dbf4446f5394,ORD0001346,5,,Packaging damaged.,2023-03-26,2023-03-26 18:49:00
a5381b2d-5d9a-49a0-ad34-a35187f1903c,ORD0005478,4,,Not satisfied.,2023-03-07,2023-03-07 07:02:00
153afcb8-7ae5-4a76-af00-2dcc77bc72c7,ORD0003583,1,Great!,Excellent quality!,2021-05-15,2021-05-15 05:03:00
34cb1b6e-4c63-4bda-b747-00290faf9198,ORD0001694,3,Great!,Would buy again.,2021-02-09,2021-02-09 12:27:00
66a1f0ca-a629-41d3-806a-303cee43cc22,ORD0008525,5,,,2021-11-02,2021-11-02 07:37:00
e9b4a555-7843-4e52-b225-45a71773af9d,ORD0006553,2,Great!,Would buy again.,2021-04-01,2021-04-01 01:47:00
1ff6ac64-94c5-4676-96a0-94477f91f8ae,ORD0003712,5,Good,Fast delivery!,2022-06-08,2022-06-08 05:55:00
2364f0c1-0e6e-4cea-bd10-69d31d581fc2,ORD0005542,3,OK,Product as described.,2022-01-14,2022-01-14 14:41:00
669bdde3-c566-4fbe-b710-d6ce8f833091,ORD0004513,1,Great!,Excellent quality!,2022-07-31,2022-07-31 15:14:00
60809788-e113-405b-8035-476cfb6c9d60,ORD0004216,5,Great!,Not satisfied.,2021-03-10,2021-03-10 00:22:00
327ed837-135a-4d97-98ca-40255a9621b6,ORD0002140,3,OK,,2024-06-04,2024-06-04 09:41:00
351ff482-ffbf-492e-a5be-b51cbeaba79e,ORD0000299,5,OK,Packaging damaged.,2023-08-19,2023-08-19 03:16:00
6433fa03-9ae1-4e12-a254-387ab877bbd4,ORD0003534,5,OK,Would buy again.,2022-08-05,2022-08-05 14:05:00
60552b5b-1c51-4253-ba14-50d415f604e2,ORD0006411,2,,Excellent quality!,2022-04-09,2022-04-09 08:03:00
fa5cdaa5-88d9-4147-86db-64f8768e990b,ORD0007887,4,,Fast delivery!,2022-07-31,2022-07-31 00:24:00
1eacf10a-3da5-48ff-9e6c-19ff6d8bae9e,ORD0008275,3,Good,,2024-08-14,2024-08-14 11:13:00
a87b2cf7-01c7-4baf-9982-ba2867003880,ORD0003668,5,OK,Product as described.,2022-03-28,2022-03-28 14:36:00
08eb3610-fea2-439e-a987-0f9ba2652a9b,ORD0003617,5,Bad,Would buy again.,2023-10-21,2023-10-21 12:22:00
07de07f8-63c7-4cdf-8b23-aff10abaa6a2,ORD0009039,5,Great!,Would buy again.,2021-02-24,2021-02-24 05:24:00
b0cd7545-3359-4cc1-aed0-d5635a88f268,ORD0003666,5,Good,Fast delivery!,2021-12-31,2021-12-31 17:14:00
96140620-0e48-4295-9598-bafced26e90f,ORD0006690,5,,,2023-05-27,2023-05-27 22:00:00
3a4ee3e5-8c69-46fc-a864-53af410a948b,ORD0004377,2,,Fast delivery!,2023-11-17,2023-11-17 19:01:00
33384088-b8c4-4bba-9724-c423210d37ad,ORD0008583,4,Great!,Fast delivery!,2023-07-15,2023-07-15 12:06:00
2691dddf-b13f-42e9-9c83-7e42af3e5378,ORD0005669,4,Good,Packaging damaged.,2023-04-21,2023-04-21 04:44:00
898560f8-60f1-45fc-8c76-c94c0bd4b6dd,ORD0001360,1,Great!,Excellent quality!,2021-03-18,2021-03-18 12:07:00
c9847379-97ab-4043-9343-deaa04bd00c1,ORD0008183,5,Bad,,2022-08-02,2022-08-02 03:05:00
2ae1d4a3-5c83-4989-bbbc-9be6da2eb9f3,ORD0007171,4,,,2021-09-26,2021-09-26 17:05:00
f1bb2093-4acb-4c43-8b96-a49ecfad5cc9,ORD0000413,5,,Product as described.,2021-08-11,2021-08-11 15:27:00
f647fefb-8c63-4530-a14a-6e58a4bb36d6,ORD0000803,4,Bad,Excellent quality!,2022-03-10,2022-03-10 17:35:00
2e7f628b-bf45-47ca-97c4-8d7017960705,ORD0009464,4,Great!,Excellent quality!,2023-12-05,2023-12-05 22:08:00
15be8edc-008c-4f62-8931-d1dc6e73e159,ORD0001503,5,,,2023-01-15,2023-01-15 04:47:00
5423ec6b-6452-4256-a4b3-9ea301ba7bdf,ORD0005785,5,Good,Product as described.,2021-01-15,2021-01-15 02:35:00
e13afad1-c950-4579-b0d4-d8c4d67da78f,ORD0008633,5,Bad,Excellent quality!,2022-06-01,2022-06-01 20:44:00
8e0b1ca9-c6bd-45f6-841f-4997dfcca6c5,ORD0007916,3,Good,Would buy again.,2022-10-06,2022-10-06 05:38:00
fc2a9c1b-50fe-42d7-bad8-8240af5ceaf1,ORD0005181,5,Great!,,2021-03-29,2021-03-29 05:26:00
9dc9dd07-be31-49ec-9736-e8f1eb30d284,ORD0001431,1,Bad,Not satisfied.,2024-09-08,2024-09-08 19:01:00
11500d05-c06b-4a1d-9490-0e0c1a12dac8,ORD0005130,2,OK,Packaging damaged.,2023-05-12,2023-05-12 22:37:00
aa292339-0570-49c3-9cbc-682ecee5f3b5,ORD0003810,5,,Fast delivery!,2021-08-13,2021-08-13 13:43:00
51cdf148-6b23-40b1-b64a-f7480c054366,ORD0008932,5,Good,Would buy again.,2024-06-06,2024-06-06 06:03:00
57cee3d6-087f-456e-b59b-def052005fa4,ORD0008476,4,OK,Packaging damaged.,2021-05-08,2021-05-08 08:37:00
bcb5a116-6265-4425-8b4b-9b6c5c68706c,ORD0005362,5,Good,Product as described.,2024-11-25,2024-11-25 15:27:00
26c910e6-83c3-48b8-b4a0-b01323882291,ORD0001484,4,Good,,2022-05-04,2022-05-04 17:35:00
33ce3f68-044c-431a-abd8-d4ea67398b6c,ORD0000065,4,Good,Excellent quality!,2024-01-04,2024-01-04 20:12:00
e6d95b58-8ecc-47dc-81f8-b94ba34ab2a9,ORD0002821,4,Good,Would buy again.,2024-08-13,2024-08-13 18:24:00
2a407a52-ff22-458b-bd7e-755dc2df8b71,ORD0009387,4,OK,Product as described.,2022-11-08,2022-11-08 01:01:00
01b79c46-3912-4d26-be0e-9a2fc133fe23,ORD0002966,5,,Excellent quality!,2022-05-18,2022-05-18 19:52:00
51f727c8-7a58-4056-8bcd-cb64a1d58fcd,ORD0006858,4,Bad,Packaging damaged.,2024-09-11,2024-09-11 01:11:00
b68400ae-1f3f-4f7a-bb14-2e9c3af5a6f3,ORD0002791,3,,,2022-02-27,2022-02-27 22:03:00
2be77eb4-64a6-4226-843e-c35f6f9e69e4,ORD0000779,4,Bad,Fast delivery!,2021-12-23,2021-12-23 07:58:00
57c5b217-b7c5-442f-bf30-3551bd07b418,ORD0009747,3,OK,Product as described.,2021-05-13,2021-05-13 13:31:00
364602dd-482e-4757-9a4a-980451cacd04,ORD0000699,5,Great!,Packaging damaged.,2024-12-26,2024-12-26 04:57:00
48cbf8c8-34c0-4cbc-a56d-7f77a5ef43bf,ORD0002714,1,,,2024-11-06,2024-11-06 21:39:00
e052b4cc-6e35-4aa8-bec9-343cf0163c5d,ORD0001272,4,Great!,Product as described.,2021-05-06,2021-05-06 10:19:00
9cde09f5-ffb9-4688-b2e7-4664220370c8,ORD0002232,5,,Would buy again.,2024-04-29,2024-04-29 21:42:00
4f140f4d-a9db-4cd2-b0ac-5c702ff4cb93,ORD0004524,1,,,2021-07-20,2021-07-20 09:36:00
17594556-7c2e-4835-af45-544127a70e07,ORD0009211,5,,Would buy again.,2022-03-03,2022-03-03 04:06:00
c546bf65-10e6-4bfc-9a02-55f8fb8f5b9e,ORD0006899,4,OK,Excellent quality!,2021-12-19,2021-12-19 00:26:00
9fdcb2a9-2540-4e2a-80e8-e67a31169a7b,ORD0001182,5,Great!,Product as described.,2021-07-09,2021-07-09 23:40:00
73d2a27c-3265-4d0b-a3ef-ce46f61c4c93,ORD0004602,5,OK,Would buy again.,2024-09-09,2024-09-09 10:44:00
6bd78e13-a2ec-4289-9d24-71ac5be58c27,ORD0006873,5,,Fast delivery!,2022-08-31,2022-08-31 20:45:00
65700248-f91a-44c4-9ee0-3c62a748c352,ORD0006478,4,OK,Not satisfied.,2023-03-02,2023-03-02 20:39:00
7d58eedc-d8a7-4303-a15e-7cbcf75d380c,ORD0005325,4,,Not satisfied.,2024-11-29,2024-11-29 10:22:00
4ef7fcaa-a20c-4d5b-8fd6-33b2e41f7744,ORD0002461,5,,Excellent quality!,2023-03-01,2023-03-01 21:41:00
a1f9fe3f-1872-4eaa-a0ba-4ccec6c6c685,ORD0002365,5,Bad,Excellent quality!,2021-03-11,2021-03-11 14:56:00
17443c8e-e173-4d6c-84c9-8344494a05a7,ORD0001922,4,OK,Packaging damaged.,2021-10-21,2021-10-21 12:41:00
1a674eab-0215-443d-8d6a-05bd9c3d05f2,ORD0005403,5,Good,Fast delivery!,2022-10-15,2022-10-15 16:09:00
d0beef8e-8144-46e7-8455-84332e60a449,ORD0005148,2,,Product as described.,2024-09-14,2024-09-14 20:10:00
11482906-3614-4f0c-8e4d-68abc051964c,ORD0009587,4,,Would buy again.,2022-10-13,2022-10-13 04:40:00
736b50e8-1d35-4d96-b5ab-5230a993c77f,ORD0007400,5,Bad,,2024-11-27,2024-11-27 07:16:00
6b6be0c9-3dee-48e9-b85e-c6d7786acd9a,ORD0009214,5,,Not satisfied.,2022-11-06,2022-11-06 00:29:00
987579be-dd18-4e34-aa08-710958e7b903,ORD0007234,5,Good,Would buy again.,2021-11-15,2021-11-15 16:42:00
0b84a02c-610a-4618-b9a5-63598d0f4c5c,ORD0001051,1,,Packaging damaged.,2023-02-02,2023-02-02 07:17:00
868b0a97-57a8-47be-8db3-66b35b0a0b85,ORD0003938,5,,Packaging damaged.,2023-02-08,2023-02-08 04:33:00
97f9ac5b-88da-4eae-8bcf-11247e176eff,ORD0009393,3,Great!,Not satisfied.,2022-12-10,2022-12-10 06:41:00
5d095a14-797f-498f-93c8-24cd4d649eab,ORD0008509,3,,Product as described.,2023-08-25,2023-08-25 23:23:00
648614bd-ef95-4410-bd86-cd86215fbad8,ORD0009569,2,OK,Packaging damaged.,2024-06-24,2024-06-24 16:58:00
2c661229-97ee-428f-ba35-95e55d447c96,ORD0009651,4,Good,Product as described.,2024-01-14,2024-01-14 05:10:00
527ff029-c416-45d3-85de-2ce58b3caf61,ORD0001656,4,OK,Packaging damaged.,2021-07-22,2021-07-22 09:53:00
c96b7557-864b-49bb-803f-f85aff63222f,ORD0007146,4,Great!,Would buy again.,2022-05-07,2022-05-07 12:26:00
5ec5f86d-ed9f-4e71-b0fc-948877d27c3e,ORD0001036,5,OK,,2024-04-05,2024-04-05 03:24:00
62cb8411-405e-46c0-bd47-09185ddd9f1b,ORD0006344,5,Great!,Packaging damaged.,2021-11-09,2021-11-09 12:16:00
9e1ffaa2-7ba1-4f94-b0f7-d3659493ab46,ORD0009944,4,Bad,Not satisfied.,2024-03-12,2024-03-12 08:08:00
0c3307fb-dc83-4d66-a86e-ef25f8c6fbd2,ORD0005741,5,OK,Packaging damaged.,2022-05-10,2022-05-10 18:40:00
f676b38e-c051-406d-8a97-e7c7f88ebf43,ORD0000657,5,Great!,Not satisfied.,2022-08-24,2022-08-24 21:55:00
b08e094b-22de-4b73-9599-ed71385c6aa7,ORD0000294,4,Bad,,2021-08-21,2021-08-21 10:20:00
