order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD0000010,3,PROD00158,SELL0165,2022-02-20,475.59,21.13
ORD0000010,4,PROD00831,SELL0455,2022-02-20,241.79,11.33
ORD0000011,1,PROD00300,SELL0363,2024-04-09,180.05,32.44
ORD0000011,2,PROD00179,SELL0031,2024-04-09,791.55,28.15
ORD0000011,3,PROD00667,SELL0329,2024-04-09,96.77,6.11
ORD0000012,1,PROD00859,SELL0281,2024-02-25,471.11,36.18
ORD0000013,1,PROD00749,SELL0377,2024-06-20,51.58,29.33
ORD0000013,2,PROD00758,SELL0043,2024-06-20,330.21,49.98
ORD0000013,3,PROD00165,SELL0125,2024-06-20,746.55,49.06
ORD0000014,1,PROD00599,SELL0126,2024-11-14,304.04,38.2
ORD0000014,2,PROD00045,SELL0238,2024-11-14,181.43,21.83
ORD0000014,3,PROD00325,SELL0415,2024-11-14,791.66,17.99
ORD0000014,4,PROD00218,SELL0186,2024-11-14,345.14,45.0
ORD0000015,1,PROD00074,SELL0177,2021-10-05,237.31,35.21
ORD0000015,2,PROD00911,SELL0316,2021-10-05,248.3,9.3
ORD0000015,3,PROD00284,SELL0189,2021-10-05,262.12,13.79
ORD0000016,1,PROD00569,SELL0391,2024-04-12,40.47,28.41
ORD0000016,2,PROD00994,SELL0050,2024-04-12,577.6,9.03
ORD0000016,3,PROD00831,SELL0446,2024-04-12,16.85,22.82
ORD0000016,4,PROD00304,SELL0019,2024-04-12,477.73,40.98
ORD0000017,1,PROD00180,SELL0450,2023-01-28,519.92,31.43
ORD0000018,1,PROD00387,SELL0411,2021-08-16,127.56,45.93
ORD0000018,2,PROD00234,SELL0392,2021-08-16,752.93,9.96
ORD0000019,1,PROD00375,SELL0225,2024-05-19,478.96,24.93
ORD0000020,1,PROD00948,SELL0068,2022-06-02,169.2,28.87
ORD0000020,2,PROD00514,SELL0162,2022-06-02,39.22,46.14
ORD0000020,3,PROD00724,SELL0016,2022-06-02,516.35,46.67
ORD0000021,1,PROD00384,SELL0179,2022-10-15,133.68,39.03
ORD0000021,2,PROD00010,SELL0400,2022-10-15,202.2,14.38
ORD0000021,3,PROD00712,SELL0161,2022-10-15,509.46,5.9
ORD0000021,4,PROD00183,SELL0117,2022-10-15,142.07,5.25
ORD0000022,1,PROD00807,SELL0053,2023-06-06,605.38,36.74
ORD0000023,1,PROD00630,SELL0121,2024-02-04,231.32,33.35
ORD0000023,2,PROD00364,SELL0352,2024-02-04,410.21,46.04
ORD0000023,3,PROD00155,SELL0072,2024-02-04,76.13,12.51
ORD0000024,1,PROD00772,SELL0190,2023-02-19,70.07,6.97
ORD0000025,1,PROD00718,SELL0310,2022-11-19,438.35,20.46
ORD0000026,1,PROD00398,SELL0209,2022-12-11,643.44,32.05
ORD0000027,1,PROD00351,SELL0203,2023-07-11,667.72,36.99
ORD0000027,2,PROD00888,SELL0030,2023-07-11,29.26,37.58
ORD0000028,1,PROD00692,SELL0180,2021-02-17,111.85,33.92
ORD0000028,2,PROD00832,SELL0283,2021-02-17,319.97,23.11
ORD0000028,3,PROD00607,SELL0080,2021-02-17,647.69,26.76
ORD0000029,1,PROD00269,SELL0252,2021-05-14,581.31,46.68
ORD0000029,2,PROD00258,SELL0308,2021-05-14,537.97,19.94
ORD0000029,3,PROD00143,SELL0152,2021-05-14,489.86,32.84
ORD0000030,1,PROD00409,SELL0456,2021-01-28,191.05,10.44
ORD0000030,2,PROD00031,SELL0025,2021-01-28,364.56,30.6
ORD0000030,3,PROD00085,SELL0355,2021-01-28,340.29,35.56
ORD0000030,4,PROD00476,SELL0014,2021-01-28,601.27,8.28
ORD0000031,1,PROD00949,SELL0318,2023-08-02,284.98,39.07
ORD0000031,2,PROD00428,SELL0126,2023-08-02,608.02,20.12
ORD0000032,1,PROD00650,SELL0499,2022-02-13,795.19,42.14
ORD0000033,1,PROD00455,SELL0270,2022-03-07,788.64,19.95
ORD0000033,2,PROD00027,SELL0142,2022-03-07,250.45,22.45
ORD0000033,3,PROD00797,SELL0453,2022-03-07,712.52,20.52
ORD0000033,4,PROD00593,SELL0263,2022-03-07,750.62,49.68
ORD0000034,1,PROD00569,SELL0482,2024-12-21,506.19,23.17
ORD0000035,1,PROD00656,SELL0154,2021-05-06,608.14,14.41
ORD0000035,2,PROD00204,SELL0164,2021-05-06,16.91,29.14
ORD0000036,1,PROD00092,SELL0446,2021-10-22,100.96,45.63
ORD0000036,2,PROD00267,SELL0464,2021-10-22,414.66,34.28
ORD0000036,3,PROD00103,SELL0197,2021-10-22,122.66,38.53
ORD0000037,1,PROD00178,SELL0468,2022-01-19,746.06,20.29
ORD0000037,2,PROD00682,SELL0212,2022-01-19,15.45,36.23
ORD0000037,3,PROD00578,SELL0293,2022-01-19,588.08,13.71
ORD0000038,1,PROD00591,SELL0237,2023-11-04,616.43,23.06
ORD0000039,1,PROD00212,SELL0498,2022-05-09,508.42,11.66
ORD0000039,2,PROD00419,SELL0307,2022-05-09,46.37,39.8
ORD0000039,3,PROD00455,SELL0327,2022-05-09,320.9,41.32
ORD0000039,4,PROD00637,SELL0225,2022-05-09,783.29,23.59
ORD0000040,1,PROD00227,SELL0260,2021-05-13,455.29,43.9
ORD0000041,1,PROD00023,SELL0067,2021-06-13,521.15,29.52
ORD0000042,1,PROD00034,SELL0090,2024-04-19,761.75,31.53
ORD0000042,2,PROD00239,SELL0429,2024-04-19,341.49,34.01
ORD0000042,3,PROD00019,SELL0022,2024-04-19,591.84,47.04
ORD0000043,1,PROD00066,SELL0313,2023-07-13,26.62,19.22
ORD0000043,2,PROD00570,SELL0463,2023-07-13,687.64,12.16
ORD0000044,1,PROD00887,SELL0073,2022-10-04,155.55,28.06
ORD0000044,2,PROD00656,SELL0194,2022-10-04,290.91,41.26
ORD0000044,3,PROD00465,SELL0256,2022-10-04,241.41,28.53
ORD0000045,1,PROD00050,SELL0093,2024-11-15,289.28,23.31
ORD0000045,2,PROD00238,SELL0244,2024-11-15,665.08,47.84
ORD0000045,3,PROD00092,SELL0426,2024-11-15,555.57,33.38
ORD0000045,4,PROD00603,SELL0028,2024-11-15,550.76,24.7
ORD0000046,1,PROD00249,SELL0089,2023-07-16,528.29,21.69
ORD0000046,2,PROD00863,SELL0397,2023-07-16,398.84,25.78
ORD0000046,3,PROD00898,SELL0244,2023-07-16,220.72,46.91
ORD0000046,4,PROD00765,SELL0439,2023-07-16,10.56,21.24
ORD0000047,1,PROD00537,SELL0214,2023-02-21,78.15,32.07
ORD0000047,2,PROD00129,SELL0225,2023-02-21,126.36,40.18
ORD0000048,1,PROD00387,SELL0174,2021-11-06,387.72,27.91
ORD0000049,1,PROD00482,SELL0076,2021-11-03,423.4,41.87
ORD0000049,2,PROD00315,SELL0054,2021-11-03,656.14,47.69
ORD0000049,3,PROD00716,SELL0473,2021-11-03,798.61,25.75
ORD0000049,4,PROD00747,SELL0419,2021-11-03,328.03,46.49
ORD0000050,1,PROD00173,SELL0270,2024-01-31,435.81,28.0
ORD0000050,2,PROD00611,SELL0083,2024-01-31,268.46,30.66
ORD0000050,3,PROD00405,SELL0455,2024-01-31,357.57,11.95
ORD0000051,1,PROD00125,SELL0462,2021-11-24,488.51,17.99
ORD0000051,2,PROD00127,SELL0321,2021-11-24,297.23,8.12
ORD0000051,3,PROD00447,SELL0088,2021-11-24,329.39,22.12
ORD0000052,1,PROD00827,SELL0274,2024-12-16,794.35,11.17
ORD0000052,2,PROD00498,SELL0220,2024-12-16,635.31,20.66
ORD0000053,1,PROD00928,SELL0034,2023-10-02,218.01,46.05
ORD0000053,2,PROD00622,SELL0301,2023-10-02,409.4,7.93
ORD0000053,3,PROD00205,SELL0030,2023-10-02,479.81,31.75
ORD0000054,1,PROD00235,SELL0082,2024-11-01,91.2,30.94
ORD0000054,2,PROD00862,SELL0122,2024-11-01,93.69,34.11
ORD0000054,3,PROD00372,SELL0352,2024-11-01,206.43,19.72
ORD0000055,1,PROD00785,SELL0408,2022-11-30,301.16,29.47
ORD0000055,2,PROD00833,SELL0119,2022-11-30,538.23,30.28
ORD0000055,3,PROD00436,SELL0256,2022-11-30,96.0,9.67
ORD0000055,4,PROD00292,SELL0089,2022-11-30,297.31,8.71
ORD0000056,1,PROD00639,SELL0239,2023-08-28,598.8,34.99
ORD0000056,2,PROD00388,SELL0343,2023-08-28,732.44,26.34
ORD0000056,3,PROD00853,SELL0453,2023-08-28,623.75,34.52
ORD0000056,4,PROD00888,SELL0376,2023-08-28,108.92,43.5
ORD0000057,1,PROD00629,SELL0234,2022-10-31,562.62,28.26
ORD0000058,1,PROD00981,SELL0407,2022-11-29,204.76,49.87
ORD0000059,1,PROD00281,SELL0475,2024-03-18,381.69,34.95
ORD0000059,2,PROD00595,SELL0187,2024-03-18,657.35,6.92
ORD0000060,1,PROD00305,SELL0157,2023-08-21,691.91,29.28
ORD0000061,1,PROD00648,SELL0029,2022-10-21,17.67,39.04
ORD0000061,2,PROD00038,SELL0100,2022-10-21,16.24,27.44
ORD0000061,3,PROD00798,SELL0336,2022-10-21,571.79,28.37
ORD0000062,1,PROD00775,SELL0193,2023-07-10,193.76,17.44
ORD0000062,2,PROD00410,SELL0043,2023-07-10,264.72,24.28
ORD0000063,1,PROD00617,SELL0416,2023-08-29,162.49,41.97
ORD0000063,2,PROD00922,SELL0322,2023-08-29,212.87,22.71
ORD0000063,3,PROD00948,SELL0378,2023-08-29,205.98,36.97
ORD0000063,4,PROD00074,SELL0103,2023-08-29,784.16,26.36
ORD0000064,1,PROD00535,SELL0241,2023-09-16,32.73,43.9
ORD0000064,2,PROD00195,SELL0421,2023-09-16,50.78,41.74
ORD0000064,3,PROD00287,SELL0034,2023-09-16,98.59,11.74
ORD0000064,4,PROD00397,SELL0324,2023-09-16,54.62,36.19
ORD0000065,1,PROD00541,SELL0086,2024-01-04,743.79,37.72
ORD0000065,2,PROD00486,SELL0318,2024-01-04,358.43,23.88
ORD0000065,3,PROD00854,SELL0480,2024-01-04,518.61,27.49
ORD0000065,4,PROD00793,SELL0484,2024-01-04,280.93,27.38
ORD0000066,1,PROD00922,SELL0087,2022-08-29,10.12,6.49
ORD0000066,2,PROD00063,SELL0273,2022-08-29,39.7,5.42
ORD0000066,3,PROD00038,SELL0033,2022-08-29,427.4,11.84
ORD0000067,1,PROD00706,SELL0205,2022-05-24,156.21,47.91
ORD0000068,1,PROD00630,SELL0309,2022-08-30,16.2,22.25
ORD0000069,1,PROD00905,SELL0003,2023-08-11,602.47,32.3
ORD0000069,2,PROD00597,SELL0028,2023-08-11,639.57,12.35
ORD0000069,3,PROD00154,SELL0488,2023-08-11,332.96,33.71
ORD0000069,4,PROD00424,SELL0115,2023-08-11,566.19,20.71
ORD0000070,1,PROD00347,SELL0019,2022-10-06,511.45,16.93
ORD0000070,2,PROD00035,SELL0361,2022-10-06,388.19,35.61
ORD0000070,3,PROD00824,SELL0076,2022-10-06,518.96,43.13
ORD0000071,1,PROD00129,SELL0008,2023-07-18,141.55,48.15
ORD0000071,2,PROD00640,SELL0330,2023-07-18,671.27,40.24
ORD0000072,1,PROD00484,SELL0421,2022-10-31,336.63,16.79
ORD0000073,1,PROD00352,SELL0291,2021-02-22,180.79,21.44
ORD0000073,2,PROD00951,SELL0063,2021-02-22,739.69,27.93
ORD0000074,1,PROD00706,SELL0423,2021-03-12,381.1,10.59
ORD0000074,2,PROD00351,SELL0233,2021-03-12,674.75,26.62
ORD0000075,1,PROD00088,SELL0328,2021-04-25,343.28,44.81
ORD0000075,2,PROD00156,SELL0060,2021-04-25,236.22,19.65
ORD0000075,3,PROD00578,SELL0264,2021-04-25,251.64,34.48
ORD0000076,1,PROD00492,SELL0331,2021-11-07,72.62,33.82
ORD0000076,2,PROD00663,SELL0294,2021-11-07,556.94,23.96
ORD0000076,3,PROD00747,SELL0051,2021-11-07,400.1,19.49
ORD0000077,1,PROD00689,SELL0432,2022-11-24,512.87,29.07
ORD0000077,2,PROD00785,SELL0033,2022-11-24,704.26,16.62
ORD0000078,1,PROD00964,SELL0188,2023-12-11,269.44,6.33
ORD0000079,1,PROD00651,SELL0152,2022-03-01,274.89,25.49
ORD0000080,1,PROD00289,SELL0346,2021-04-18,22.91,9.23
ORD0000081,1,PROD00657,SELL0117,2022-04-22,371.7,31.36
ORD0000081,2,PROD00093,SELL0053,2022-04-22,513.03,28.72
ORD0000082,1,PROD00717,SELL0040,2024-07-23,190.63,39.28
ORD0000082,2,PROD00535,SELL0265,2024-07-23,176.02,20.26
ORD0000082,3,PROD00459,SELL0019,2024-07-23,81.45,6.29
ORD0000082,4,PROD00438,SELL0045,2024-07-23,531.91,32.92
ORD0000083,1,PROD00843,SELL0294,2024-10-03,244.75,12.62
ORD0000083,2,PROD00710,SELL0128,2024-10-03,266.67,11.17
ORD0000083,3,PROD00370,SELL0122,2024-10-03,365.34,32.59
ORD0000084,1,PROD00030,SELL0427,2021-03-15,569.32,21.09
ORD0000084,2,PROD00849,SELL0300,2021-03-15,473.39,19.58
ORD0000085,1,PROD00983,SELL0141,2023-01-24,12.88,49.64
ORD0000085,2,PROD00749,SELL0300,2023-01-24,469.75,30.19
ORD0000085,3,PROD00160,SELL0336,2023-01-24,533.81,11.31
ORD0000086,1,PROD00661,SELL0172,2021-01-16,639.72,43.58
ORD0000087,1,PROD00194,SELL0006,2023-03-07,408.69,32.38
ORD0000087,2,PROD00712,SELL0246,2023-03-07,798.67,11.15
ORD0000087,3,PROD00842,SELL0174,2023-03-07,99.64,29.38
ORD0000087,4,PROD00513,SELL0118,2023-03-07,162.8,47.95
ORD0000088,1,PROD00250,SELL0155,2022-06-18,655.44,49.29
ORD0000088,2,PROD00035,SELL0092,2022-06-18,643.11,15.12
ORD0000088,3,PROD00559,SELL0378,2022-06-18,339.87,31.65
ORD0000089,1,PROD00302,SELL0133,2024-08-27,478.66,34.1
ORD0000089,2,PROD00013,SELL0230,2024-08-27,277.92,19.36
ORD0000089,3,PROD00371,SELL0098,2024-08-27,431.35,43.79
ORD0000090,1,PROD00247,SELL0332,2023-03-05,584.81,6.36
ORD0000090,2,PROD00124,SELL0229,2023-03-05,36.4,27.61
ORD0000091,1,PROD00925,SELL0468,2024-04-29,393.36,43.56
ORD0000091,2,PROD00924,SELL0109,2024-04-29,790.34,11.49
ORD0000091,3,PROD00510,SELL0271,2024-04-29,128.41,12.16
ORD0000092,1,PROD00595,SELL0266,2022-06-01,744.59,21.94
ORD0000092,2,PROD00900,SELL0023,2022-06-01,377.96,29.95
ORD0000092,3,PROD00071,SELL0024,2022-06-01,671.62,10.49
ORD0000093,1,PROD00112,SELL0158,2022-11-15,355.17,41.59
ORD0000093,2,PROD00596,SELL0426,2022-11-15,503.74,14.15
ORD0000094,1,PROD00761,SELL0346,2023-03-12,181.26,21.11
ORD0000094,2,PROD00498,SELL0087,2023-03-12,187.09,40.42
ORD0000094,3,PROD00670,SELL0193,2023-03-12,128.52,19.9
ORD0000094,4,PROD00725,SELL0258,2023-03-12,237.13,34.08
ORD0000095,1,PROD00109,SELL0421,2024-09-28,515.41,42.95
ORD0000096,1,PROD00370,SELL0271,2021-04-13,578.23,15.05
ORD0000096,2,PROD00545,SELL0453,2021-04-13,332.83,29.56
ORD0000096,3,PROD00031,SELL0188,2021-04-13,48.25,25.63
ORD0000096,4,PROD00321,SELL0050,2021-04-13,107.38,13.01
ORD0000097,1,PROD00836,SELL0039,2021-11-23,777.59,38.33
ORD0000097,2,PROD00766,SELL0044,2021-11-23,649.61,5.84
ORD0000097,3,PROD00040,SELL0013,2021-11-23,609.37,5.05
ORD0000097,4,PROD00054,SELL0126,2021-11-23,279.35,11.01
ORD0000098,1,PROD00333,SELL0498,2021-06-05,87.39,33.59
ORD0000098,2,PROD00543,SELL0202,2021-06-05,185.27,17.57
ORD0000098,3,PROD00314,SELL0409,2021-06-05,674.03,27.15
ORD0000098,4,PROD00798,SELL0358,2021-06-05,408.66,49.01
ORD0000099,1,PROD00435,SELL0468,2021-10-18,608.59,6.68
ORD0000099,2,PROD00690,SELL0022,2021-10-18,717.99,32.35
ORD0000100,1,PROD00738,SELL0330,2021-01-30,562.58,34.04
ORD0000100,2,PROD00751,SELL0279,2021-01-30,155.07,27.68
ORD0000100,3,PROD00303,SELL0386,2021-01-30,328.96,9.53
ORD0000101,1,PROD00860,SELL0439,2022-07-14,380.98,8.76
ORD0000101,2,PROD00584,SELL0060,2022-07-14,175.61,30.09
ORD0000102,1,PROD00117,SELL0249,2021-11-10,542.85,35.84
ORD0000102,2,PROD00252,SELL0207,2021-11-10,11.62,32.32
ORD0000103,1,PROD00870,SELL0276,2023-06-05,788.97,38.81
ORD0000103,2,PROD00280,SELL0400,2023-06-05,208.47,27.18
ORD0000103,3,PROD00295,SELL0313,2023-06-05,201.49,25.34
ORD0000103,4,PROD00203,SELL0476,2023-06-05,115.73,6.31
ORD0000104,1,PROD00286,SELL0363,2024-12-24,447.38,25.86
ORD0000104,2,PROD00165,SELL0449,2024-12-24,370.61,14.76
ORD0000105,1,PROD00394,SELL0293,2022-01-21,177.03,40.79
ORD0000105,2,PROD00131,SELL0258,2022-01-21,774.3,38.45
ORD0000105,3,PROD00997,SELL0136,2022-01-21,764.97,16.06
ORD0000106,1,PROD00141,SELL0446,2022-04-20,799.16,48.44
ORD0000106,2,PROD00339,SELL0009,2022-04-20,138.65,7.49
ORD0000106,3,PROD00598,SELL0426,2022-04-20,14.09,6.85
ORD0000107,1,PROD00728,SELL0437,2023-01-23,761.78,17.83
ORD0000107,2,PROD00059,SELL0101,2023-01-23,685.91,25.33
ORD0000108,1,PROD00382,SELL0007,2024-02-03,490.4,44.78
ORD0000108,2,PROD00668,SELL0197,2024-02-03,729.49,30.57
ORD0000109,1,PROD00715,SELL0469,2024-04-03,552.86,43.35
ORD0000109,2,PROD00166,SELL0219,2024-04-03,63.66,21.72
ORD0000109,3,PROD00376,SELL0435,2024-04-03,211.81,28.54
ORD0000110,1,PROD00907,SELL0364,2024-10-15,150.43,35.93
ORD0000110,2,PROD00463,SELL0017,2024-10-15,53.51,8.05
ORD0000111,1,PROD00440,SELL0385,2022-11-13,524.48,14.72
ORD0000111,2,PROD00593,SELL0291,2022-11-13,629.58,14.38
ORD0000112,1,PROD00601,SELL0349,2021-03-29,408.85,24.99
ORD0000112,2,PROD00734,SELL0144,2021-03-29,784.4,35.49
ORD0000113,1,PROD00337,SELL0049,2024-07-19,744.56,47.83
ORD0000113,2,PROD00150,SELL0240,2024-07-19,342.18,35.91
ORD0000113,3,PROD00003,SELL0495,2024-07-19,689.27,25.29
ORD0000114,1,PROD00440,SELL0004,2023-05-09,756.82,46.8
ORD0000114,2,PROD00414,SELL0149,2023-05-09,238.01,35.12
ORD0000114,3,PROD00781,SELL0002,2023-05-09,731.28,6.69
ORD0000114,4,PROD00501,SELL0053,2023-05-09,192.67,34.06
ORD0000115,1,PROD00738,SELL0121,2021-01-09,727.6,8.96
ORD0000115,2,PROD00561,SELL0318,2021-01-09,470.93,19.23
ORD0000116,1,PROD00521,SELL0379,2023-09-29,349.58,35.49
ORD0000117,1,PROD00356,SELL0138,2023-03-16,110.66,49.85
ORD0000118,1,PROD00671,SELL0085,2024-08-11,307.93,11.31
ORD0000119,1,PROD00278,SELL0495,2021-08-09,415.18,31.82
ORD0000119,2,PROD00929,SELL0144,2021-08-09,322.37,36.75
ORD0000119,3,PROD00313,SELL0198,2021-08-09,575.59,20.39
ORD0000119,4,PROD00372,SELL0232,2021-08-09,257.54,7.83
ORD0000120,1,PROD00238,SELL0131,2022-09-13,111.06,17.46
ORD0000120,2,PROD00145,SELL0325,2022-09-13,261.93,5.4
ORD0000120,3,PROD00549,SELL0187,2022-09-13,596.18,49.95
ORD0000121,1,PROD00370,SELL0157,2021-03-05,636.81,46.31
ORD0000122,1,PROD00708,SELL0426,2022-06-04,670.63,43.74
ORD0000122,2,PROD00918,SELL0005,2022-06-04,552.46,24.04
ORD0000122,3,PROD00980,SELL0439,2022-06-04,303.04,16.51
ORD0000122,4,PROD00176,SELL0175,2022-06-04,247.23,11.87
ORD0000123,1,PROD00779,SELL0257,2024-11-30,453.66,34.44
ORD0000123,2,PROD00723,SELL0079,2024-11-30,342.8,12.65
ORD0000124,1,PROD00663,SELL0380,2024-06-22,564.19,48.04
ORD0000124,2,PROD00297,SELL0397,2024-06-22,453.09,41.64
ORD0000124,3,PROD00468,SELL0305,2024-06-22,345.04,42.07
ORD0000124,4,PROD00652,SELL0284,2024-06-22,365.21,41.92
ORD0000125,1,PROD00777,SELL0177,2023-10-04,138.8,9.49
ORD0000125,2,PROD00564,SELL0310,2023-10-04,368.84,43.9
ORD0000126,1,PROD00054,SELL0351,2023-02-25,707.22,25.11
ORD0000127,1,PROD00997,SELL0103,2024-11-03,793.53,12.36
ORD0000127,2,PROD00531,SELL0459,2024-11-03,756.65,24.11
ORD0000127,3,PROD00737,SELL0423,2024-11-03,519.11,46.83
ORD0000127,4,PROD00353,SELL0125,2024-11-03,298.11,36.63
ORD0000128,1,PROD00564,SELL0426,2021-06-27,679.87,42.23
ORD0000129,1,PROD00839,SELL0434,2023-02-17,727.1,32.86
ORD0000129,2,PROD00110,SELL0337,2023-02-17,360.04,8.62
ORD0000129,3,PROD00533,SELL0205,2023-02-17,449.96,12.41
ORD0000130,1,PROD00570,SELL0363,2024-12-12,634.92,20.52
ORD0000130,2,PROD00686,SELL0177,2024-12-12,90.4,39.96
ORD0000131,1,PROD00916,SELL0130,2024-10-14,329.28,24.72
ORD0000131,2,PROD00051,SELL0260,2024-10-14,652.55,47.35
ORD0000132,1,PROD00556,SELL0340,2022-07-17,13.1,9.14
ORD0000132,2,PROD00749,SELL0249,2022-07-17,619.42,10.77
ORD0000132,3,PROD00505,SELL0357,2022-07-17,229.34,5.63
ORD0000133,1,PROD00773,SELL0063,2024-04-14,80.38,24.58
ORD0000134,1,PROD00242,SELL0482,2021-03-23,509.01,48.85
ORD0000134,2,PROD00817,SELL0034,2021-03-23,30.82,45.8
ORD0000134,3,PROD00522,SELL0137,2021-03-23,440.28,20.35
ORD0000134,4,PROD00720,SELL0311,2021-03-23,520.94,13.66
ORD0000135,1,PROD00854,SELL0427,2023-09-15,419.0,44.64
ORD0000135,2,PROD00257,SELL0010,2023-09-15,92.18,17.87
ORD0000136,1,PROD00396,SELL0299,2021-12-28,784.62,17.44
ORD0000136,2,PROD00271,SELL0221,2021-12-28,78.78,19.93
ORD0000136,3,PROD00109,SELL0014,2021-12-28,100.08,19.4
ORD0000136,4,PROD00942,SELL0294,2021-12-28,744.12,34.53
ORD0000137,1,PROD00467,SELL0340,2023-06-30,170.27,5.36
ORD0000138,1,PROD00690,SELL0472,2024-05-24,87.79,39.54
ORD0000138,2,PROD00072,SELL0098,2024-05-24,408.4,25.04
ORD0000139,1,PROD00008,SELL0465,2021-02-12,455.62,8.27
ORD0000139,2,PROD00003,SELL0376,2021-02-12,334.48,44.75
ORD0000139,3,PROD00108,SELL0247,2021-02-12,188.3,36.61
ORD0000140,1,PROD00126,SELL0452,2023-05-08,387.93,24.88
ORD0000140,2,PROD00884,SELL0059,2023-05-08,348.74,48.98
ORD0000140,3,PROD00061,SELL0458,2023-05-08,636.54,41.33
ORD0000140,4,PROD00996,SELL0092,2023-05-08,263.15,20.4
ORD0000141,1,PROD00369,SELL0138,2021-06-28,369.31,38.81
ORD0000141,2,PROD00143,SELL0274,2021-06-28,723.03,35.42
ORD0000141,3,PROD00514,SELL0429,2021-06-28,481.45,46.99
ORD0000142,1,PROD00159,SELL0165,2022-05-14,464.63,49.1
ORD0000142,2,PROD00440,SELL0055,2022-05-14,319.46,29.07
ORD0000142,3,PROD00967,SELL0424,2022-05-14,454.06,43.28
ORD0000142,4,PROD00686,SELL0162,2022-05-14,23.76,18.76
ORD0000143,1,PROD00772,SELL0345,2022-02-07,46.34,49.56
ORD0000144,1,PROD00029,SELL0385,2024-09-06,548.92,22.87
ORD0000144,2,PROD00284,SELL0367,2024-09-06,330.2,49.44
ORD0000144,3,PROD00488,SELL0204,2024-09-06,63.42,33.32
ORD0000144,4,PROD00045,SELL0185,2024-09-06,782.01,41.64
ORD0000145,1,PROD00195,SELL0350,2021-10-29,717.21,41.71
ORD0000145,2,PROD00318,SELL0469,2021-10-29,165.11,19.6
ORD0000146,1,PROD00494,SELL0285,2023-11-11,765.39,7.52
ORD0000146,2,PROD00327,SELL0089,2023-11-11,350.54,34.56
ORD0000146,3,PROD00502,SELL0152,2023-11-11,431.42,30.47
ORD0000146,4,PROD00636,SELL0111,2023-11-11,276.15,46.01
ORD0000147,1,PROD00585,SELL0249,2022-09-14,578.08,39.0
ORD0000147,2,PROD00459,SELL0307,2022-09-14,98.59,47.35
ORD0000148,1,PROD00922,SELL0205,2022-01-22,766.21,30.7
ORD0000148,2,PROD00083,SELL0146,2022-01-22,248.05,20.87
ORD0000148,3,PROD00878,SELL0404,2022-01-22,188.88,36.98
ORD0000148,4,PROD00127,SELL0077,2022-01-22,217.79,27.95
ORD0000149,1,PROD00782,SELL0131,2024-02-07,660.26,26.98
ORD0000150,1,PROD00922,SELL0349,2021-05-20,269.35,30.39
ORD0000150,2,PROD00369,SELL0403,2021-05-20,485.16,19.42
ORD0000151,1,PROD00913,SELL0348,2023-04-27,438.23,41.19
ORD0000151,2,PROD00967,SELL0112,2023-04-27,372.44,13.3
ORD0000151,3,PROD00265,SELL0059,2023-04-27,354.52,41.27
ORD0000152,1,PROD00624,SELL0356,2023-06-04,220.77,16.98
ORD0000152,2,PROD00537,SELL0448,2023-06-04,262.96,5.81
