customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST00109,7f378ee9-cc05-4e67-aaf0-a21b8abe3fea,11934,Rio de Janeiro,MS
CUST00110,d4b81d71-9652-41db-ba75-2adf840db0b9,40982,Belo Horizonte,SC
CUST00111,fd5d2243-2d5b-4a24-a538-9ef0a341322a,73653,Goiania,BA
CUST00112,2944bdde-8f40-4aea-95df-e587f1ff2980,62565,Sao Paulo,MG
CUST00113,b7c1b50c-d7f7-485e-bfcd-3511e1f06907,59672,Sao Paulo,SC
CUST00114,c54b41ff-1c5d-4fe6-9c13-e3b93217a739,44760,Goiania,RS
CUST00115,a5b1ed16-de1d-4138-ba9a-6190000eb953,65444,Manaus,AM
CUST00116,30de1335-77c2-46c8-a41c-06f1ffe21d8f,82845,Fortaleza,AM
CUST00117,5eb22e98-aa2a-479e-bd16-efa6a6331b37,73788,Belo Horizonte,BA
CUST00118,3af1bcb5-cbbc-414b-8528-0b82ec056f49,48890,Salvador,SP
CUST00119,517d5e5d-c0ac-4907-993f-e3d4d9002b1d,85914,Manaus,ES
CUST00120,ba815922-1c6f-4f3c-a26a-0204684834b9,17989,Manaus,PR
CUST00121,08af9369-af33-4b7a-a046-270bf6935289,17492,Sao Paulo,PE
CUST00122,a8de70f0-018f-4eb7-8c8f-7cf4f31bc50b,72493,Vitoria,MS
CUST00123,4039a825-a01e-459f-a4a9-71ac4bcb4659,79615,Belo Horizonte,SP
CUST00124,2aa1c9a8-2d6b-46e5-abd4-e0f50976b251,76562,Rio de Janeiro,MT
CUST00125,209b24c3-a8aa-4c49-9064-139a149bf793,34356,Rio de Janeiro,PE
CUST00126,3b6187db-6eab-4233-a76e-ff40cae0e0e2,18907,Fortaleza,MT
CUST00127,82726382-1ffc-4e0e-b8a8-ece842755d82,40828,Florianopolis,RJ
CUST00128,05ebe4ec-1f87-4c1a-add0-4471363d16e3,84668,Salvador,PE
CUST00129,2351121a-fb14-4454-a669-518acc305325,87924,Sao Paulo,PE
CUST00130,91faaa23-3d00-4ba7-84e8-ebad577345eb,20745,Florianopolis,CE
CUST00131,97167885-e76e-46fc-8913-5369f28686de,86503,Recife,ES
CUST00132,18ee0695-e20c-4e1f-bda9-d67c3e4ef652,51467,Porto Alegre,BA
CUST00133,be069965-48f7-41f5-b550-6f87826f787c,97782,Manaus,PR
CUST00134,523e5dde-216e-4a81-acca-ac0d17ef93fc,41285,Porto Alegre,SC
CUST00135,3cebdafd-bbce-4bae-a868-131fc4109ffa,27154,Fortaleza,CE
CUST00136,48fff0b1-5776-434f-beeb-7b000bc48a82,49321,Goiania,PR
CUST00137,4ed0a6b2-fdff-4a87-9178-983dfbd746fb,19508,Sao Paulo,GO
CUST00138,93eca1f0-0779-4f14-bb61-1e3b5e62977d,91416,Recife,RJ
CUST00139,85310b11-ce23-4113-afd4-85ceaa8e4fc9,19602,Vitoria,BA
CUST00140,b16e2cff-3f4d-4ff4-be2c-b2d0e7e7b746,76307,Porto Alegre,MG
CUST00141,1c993981-442f-4a9f-9e38-473befab676f,55745,Rio de Janeiro,MS
CUST00142,6dd37651-ebe0-4e90-82ab-876cf2b384a3,42018,Curitiba,RS
CUST00143,0bc4f63f-ef83-435d-b857-81d91f239c63,30676,Goiania,MT
CUST00144,9b3b2359-4d54-4479-a559-e11cd3375d4a,81200,Manaus,RS
CUST00145,cb2dc303-9de2-4c4b-8634-deb7b64a0a08,90173,Fortaleza,ES
CUST00146,a45afab9-4ea2-4fd7-a93d-a82fe929f3b6,11025,Fortaleza,MT
CUST00147,b3926348-7d30-466f-a1ec-980037e57387,82692,Porto Alegre,MS
CUST00148,2ac122d8-3be3-4f2d-82a5-450dcd2ab6b0,96951,Rio de Janeiro,MS
CUST00149,f4db8d91-5457-4d4b-b8fe-55eca9d3d41c,27601,Porto Alegre,RJ
CUST00150,c8c4ea33-6c8c-4049-ba94-b4c2637e2906,24029,Manaus,ES
CUST00151,51414498-b334-420b-a381-07c7e20d823b,30374,Porto Alegre,RS
CUST00152,e3d9dede-ae16-41f4-b7b1-efa7cb5b1285,89276,Salvador,AM
CUST00153,2b3d0a20-2af0-40cb-9e56-c18ca4d9469e,54942,Salvador,CE
CUST00154,1b5a86ae-c022-45d8-9f11-d7084269415a,93130,Porto Alegre,ES
CUST00155,624a4e45-dde4-4165-9d39-d14296b217dd,74032,Porto Alegre,MS
CUST00156,86ef8556-dcd4-42b6-bc71-45841ed3b167,16658,Rio de Janeiro,CE
CUST00157,9889e3a3-01bc-463b-be65-b764d33193fb,65518,Porto Alegre,SP
CUST00158,d34d0992-5522-4e24-834f-66db028d0d35,10464,Curitiba,DF
CUST00159,b6679836-46c1-465c-ba3c-cd6e8fe81a91,27146,Fortaleza,RS
CUST00160,97a7c693-dd9b-472b-a529-2f5e22978080,31178,Manaus,GO
CUST00161,0ad3a3f9-2639-4cf0-8a33-77b831301bec,82309,Manaus,SC
CUST00162,4d488be0-b81d-4623-8984-ce369644ac91,83519,Sao Paulo,RJ
CUST00163,ab9fa6bd-4cf8-4bba-a54c-c5b448895260,19862,Manaus,MS
CUST00164,fbcef061-5e4c-4a43-a0d9-92d4826951ef,29536,Vitoria,SP
CUST00165,fed97f55-5edb-4613-97a0-be67049383d9,58393,Recife,ES
CUST00166,308d105e-c363-4626-8314-078cd3e79121,29410,Florianopolis,MG
CUST00167,ea907125-e329-4906-aabc-e27a80800229,15482,Porto Alegre,PR
CUST00168,08bc70b5-2886-4c32-b1f4-87f4404a76ef,15229,Curitiba,BA
CUST00169,56a78a84-1896-4908-8b84-fbb70694b041,99399,Salvador,CE
CUST00170,f4c5b31b-311a-4479-a191-da43db26afa0,23473,Curitiba,DF
CUST00171,35d08beb-faeb-4616-80bf-4063e7830780,83385,Florianopolis,PE
CUST00172,99f83dc3-af21-4ec1-bcf7-ef991d49bd24,30257,Salvador,MT
CUST00173,d79931ce-0404-41f5-8846-6ae776d24069,31299,Belo Horizonte,MS
CUST00174,4fc47bf2-7260-48ac-8929-01810845ffdc,64040,Sao Paulo,MG
CUST00175,b191c891-2616-4187-9c6a-07847ac4d063,53540,Florianopolis,DF
CUST00176,1eb751a3-914f-4a8a-bc46-2ff905be816b,97806,Manaus,DF
CUST00177,cc7bb9d7-34f6-4c47-8ebd-f8b8c45766ef,42527,Porto Alegre,MG
CUST00178,c92a0283-b22c-4548-9a38-5a8c5ebb6d9f,24168,Florianopolis,MT
CUST00179,898bc8cd-c27a-4f39-9ab6-70ab29124477,15075,Goiania,BA
CUST00180,7d05d79f-f98e-4fe1-b296-e1c02c68c669,36158,Goiania,PR
CUST00181,0827e2cd-e803-4290-9412-cda3e320654d,50001,Salvador,BA
CUST00182,a10b677c-6dd5-4c6f-ac92-cdf914768729,13101,Fortaleza,BA
CUST00183,91514af7-51fb-4699-8b3c-93a211d56832,62227,Curitiba,RS
CUST00184,6ee6fae6-0fef-470e-9ac8-8eb967a4030d,19099,Porto Alegre,PR
CUST00185,f1a867d6-f50b-4582-bdfe-46a56e825dbf,94080,Vitoria,SC
CUST00186,77454bca-3482-4304-8c50-00607274d3b3,99065,Vitoria,PR
CUST00187,c8a48555-65e2-4fda-bd00-8cbb8823cd19,13617,Rio de Janeiro,MS
CUST00188,4c0c74e0-74b2-4c5e-b1d9-db3c412025ed,44237,Belo Horizonte,PE
CUST00189,d5418302-1cf4-406c-9c29-54ce76d902ed,44795,Sao Paulo,RJ
CUST00190,c9c898c2-0512-4fea-b3b0-21959786ea3a,88193,Florianopolis,PR
CUST00191,da801e4f-2b5a-4bcd-bfcf-6e7701255ecc,51114,Florianopolis,PE
CUST00192,a948659c-a461-42b0-a6ff-1a0213d72fd5,77033,Rio de Janeiro,SC
CUST00193,10335b2f-6cb4-4152-98f7-b686c2f4f4e6,85574,Salvador,RS
CUST00194,638fdfeb-8391-4b8f-9673-6815e049f41e,15817,Manaus,SC
CUST00195,4a17a032-05c2-4b2e-8d71-8fdd36e011d5,10221,Vitoria,MS
CUST00196,d750bb9c-8a04-43a8-a882-595e85034615,80575,Fortaleza,AM
CUST00197,94b1231b-bf0f-4bb5-b4c5-9c2c9114e517,97900,Salvador,PR
CUST00198,c9d8c5b9-c90f-4f1e-ab75-82d020c8d23e,66531,Rio de Janeiro,CE
CUST00199,1f5a6dc0-d767-4d9e-ab68-483fd127ad0c,53279,Recife,PR
CUST00200,8537f7e0-8c68-4c20-b56c-099cf49772c9,96951,Rio de Janeiro,AM
CUST00201,de4aa1fd-fbcb-4b3a-b483-22ac86157c69,49363,Vitoria,RS
CUST00202,7cf07038-2446-456d-9c1b-e3188ccbebdc,97410,Florianopolis,PR
CUST00203,5dafe8ac-5526-4376-ba28-a5adde99db18,62743,Manaus,RS
CUST00204,1aa38306-2300-420d-8f5e-57e12665cda7,82667,Belo Horizonte,BA
CUST00205,419142f0-05d5-4f57-8dcf-068bd6690f68,65108,Fortaleza,SC
CUST00206,fdfdc47e-aa1f-4eab-a5de-7dde90fbae72,98777,Manaus,MS
CUST00207,734eb713-794d-44fd-aa01-5a05263dd099,32810,Recife,PE
CUST00208,601621ee-b1e7-44ed-9ae1-82f0c0ef69d0,49446,Florianopolis,ES
CUST00209,288cfac7-96bd-443f-b84d-aaa3323f2423,10053,Porto Alegre,RS
CUST00210,946aec63-fcae-4b2e-8f6f-b3215a5b778d,37549,Florianopolis,DF
CUST00211,8952e7b7-042d-4e39-a9f2-96b23b509ea8,86019,Recife,CE
CUST00212,44a98ea2-66e3-4b52-a5f6-d0c1a0123678,52237,Goiania,GO
CUST00213,8c2c5de1-965d-4d7d-9577-0de63b95ea6a,67954,Fortaleza,BA
CUST00214,b61d47ca-ac80-4ef4-99ed-42048b844c93,77000,Goiania,DF
CUST00215,9dd97c0a-3c3c-4753-9cf4-47bebf3a588a,32241,Fortaleza,RJ
CUST00216,82e0733d-af71-4da6-9c2c-fa2e40249bed,47196,Vitoria,CE
CUST00217,4b44a386-754e-45dd-8a51-1bcf853716ce,92960,Recife,PR
CUST00218,eba505b4-f724-464a-8c8d-713a87c5c16c,22240,Salvador,CE
CUST00219,0bb9fc34-f4e0-4ba0-91b3-c023869b43f8,50687,Salvador,DF
CUST00220,87f27379-57ce-4101-a3ec-c489bd83b44c,36100,Belo Horizonte,SP
CUST00221,d2e37730-13c3-497f-8d16-a7cbf8a7504e,16057,Salvador,GO
CUST00222,aae27681-6639-40c5-b3c5-a4d9690c2c9b,90120,Rio de Janeiro,GO
CUST00223,d0356710-e006-4c07-b7a5-173b20390872,64321,Fortaleza,PE
CUST00224,5e2b0d51-7b31-444a-b7e9-6517a4684505,35485,Manaus,AM
CUST00225,da1fa26b-65cd-4551-97bd-0daa4f07a9a0,60328,Goiania,SC
CUST00226,e7ff49fc-1cc6-4644-9e61-f185bed56995,41979,Belo Horizonte,CE
CUST00227,37ba49d2-6737-4198-a8e8-aa4ae476d1cb,10726,Rio de Janeiro,DF
CUST00228,d9cb43af-829c-4aa7-af82-8014bd91ad8e,65724,Salvador,MG
CUST00229,aca5d8dc-72c6-4984-8a52-f6765cd84b08,77889,Goiania,SP
CUST00230,fec1124b-ce92-4dd1-8599-df910c945115,83060,Salvador,MS
CUST00231,e6539ab7-df30-43cf-98c3-558f74f3e118,25906,Goiania,MG
CUST00232,4a1a4fd7-ebd6-468f-8622-c35e2d38b3e7,70901,Fortaleza,ES
CUST00233,bfbcf15b-3dab-4b67-a88f-19626b97aa77,83259,Recife,PR
CUST00234,f3a05d72-c947-4894-8624-f01a6c665f9e,68008,Recife,MT
CUST00235,210e6d93-3206-4002-bf53-7ba049d9b79f,76162,Florianopolis,MT
CUST00236,8ba587b5-c215-4e8f-a97f-c25e8e7be364,81810,Goiania,MS
CUST00237,7ecb8dbc-3ef5-4b7d-b665-f4101b949111,30861,Manaus,MT
CUST00238,49fa1061-4b5c-4185-a8cd-cd291346f934,72216,Goiania,RS
CUST00239,1e348fb8-0dc2-4844-a879-8c6b440cfb63,42406,Fortaleza,RS
CUST00240,4cb62909-e9b4-4bab-871b-f105abb247aa,78327,Goiania,CE
CUST00241,fe3ff35f-3091-41f4-ae52-21163fe91e36,41358,Porto Alegre,GO
CUST00242,b67e85d1-a3a8-49fc-92a2-fed98621efc1,20155,Manaus,RS
CUST00243,5d85ecb6-d999-4ff3-9ec8-8552a8887fe5,40735,Porto Alegre,PR
CUST00244,b3b20304-f3b5-4b05-95d5-d0b58fbb1ccf,51904,Vitoria,RJ
CUST00245,e2ed3fc4-4fe5-4d84-ba98-6939e7207c2d,28136,Belo Horizonte,BA
CUST00246,ba250fc2-14a6-4c8f-8244-6219f0e4561b,60205,Manaus,MG
CUST00247,d96ca8c1-0a38-4cde-b958-85eb9d96d913,38043,Rio de Janeiro,SC
CUST00248,e9b46cfb-4602-4039-931e-5dddfcf562bf,63424,Curitiba,ES
CUST00249,0d161c48-c888-40a7-a9cc-28ec42cf9482,71069,Florianopolis,SP
CUST00250,1a475849-6062-4b2d-8d8a-03ae545edd4e,37110,Florianopolis,SC
CUST00251,15e94668-5011-4a64-bda8-09d7ff9258ba,86556,Manaus,SP
CUST00252,cc983ee6-f7cb-489e-bf25-da45ee3f7965,85456,Florianopolis,GO
CUST00253,5eafb724-985a-4bdf-93dc-bddcbe13eb4c,10772,Curitiba,RS
CUST00254,19b8769e-4553-4664-80b7-42dbfbd44a58,61116,Florianopolis,ES
CUST00255,84a5f9c4-28a5-4361-9744-1a90535ca502,81582,Recife,MS
CUST00256,1225ad02-42db-4ff7-a521-5207bbbd0596,38906,Goiania,BA
CUST00257,094e77bb-e3c9-4b3e-9379-1a77462b788b,45774,Florianopolis,GO
CUST00258,c1579dfe-63bf-45fc-85b4-10db20391f0b,13804,Florianopolis,PR
CUST00259,73213f08-7940-490c-a267-5fd037dee710,97670,Fortaleza,DF
CUST00260,ae933dd6-ce4f-4ed8-a6e4-69a23fd9a529,62994,Manaus,MG
CUST00261,d834cecc-4702-40c5-9643-5ba3c0b6c566,71261,Belo Horizonte,PE
CUST00262,f00432d4-9952-43a0-a2fd-742cfe50697c,80008,Sao Paulo,MS
CUST00263,8921bb2f-3106-4440-81f5-d8f0b2e1345f,61645,Recife,PE
CUST00264,6c0c5e11-6a0f-4738-9a29-b79bc3333f0e,96900,Sao Paulo,RJ
CUST00265,6b95629d-8b7f-4699-91ef-24afcf6af493,94246,Florianopolis,MG
CUST00266,cd242772-da60-4d08-9d7f-e3cdb4980fa4,70515,Belo Horizonte,SP
CUST00267,9a3a2301-9819-4ca4-840d-fe23bbe97ec3,44099,Florianopolis,PR
CUST00268,596ee1c4-6a49-4990-986e-49c138a4c23a,37742,Goiania,PR
CUST00269,92901759-fb8c-432e-822c-d315d1a5cc6d,54236,Florianopolis,RS
CUST00270,3183b60d-7b14-466c-9166-f34188db98f2,65255,Porto Alegre,MT
CUST00271,95cfc905-87bb-4987-a55e-8a62aa5e6229,20735,Goiania,SP
CUST00272,e47423fb-8d7d-4274-b446-803dffb66bb6,80702,Sao Paulo,PR
CUST00273,54dc573a-32ab-4bff-96f6-5cb839aa0371,39389,Fortaleza,RJ
CUST00274,cc3545f6-3319-43a5-a383-49e2eafbd911,95426,Sao Paulo,DF
CUST00275,498080df-27b1-4b52-9e71-a86d1381fe58,14067,Salvador,BA
CUST00276,f7943dad-ef5d-4bf7-8593-591f063b1037,12671,Recife,MG
CUST00277,f7d30a04-3ea6-4949-9315-bd5e4ed0a774,41266,Belo Horizonte,GO
CUST00278,724c828f-da40-43af-a9de-cd69d4510bf8,97747,Rio de Janeiro,PE
CUST00279,18f27eaa-f916-4c7f-9331-daa54e48d7b1,38569,Goiania,AM
CUST00280,8e77325c-68c7-4b59-9d78-85d73bf3554d,43586,Curitiba,MG
CUST00281,df57e41c-8794-4249-9438-2077db00b13a,89415,Recife,AM
CUST00282,d816b8e7-e3c6-4119-8e4b-ad09c6c1e0c1,25012,Belo Horizonte,RS
CUST00283,493c6ff5-52e4-4b02-b3b5-156d33d4b36b,24168,Recife,SP
CUST00284,c3867954-90e6-4106-9849-9f9c83e923cb,50888,Recife,CE
CUST00285,9beb2054-9aee-4119-ab12-0c9ea0c6f5bf,59192,Florianopolis,AM
CUST00286,d9c2132f-2dad-44bd-a63e-2ecf351e221e,35995,Rio de Janeiro,PE
CUST00287,c2767c04-0005-41ea-b2d3-603d2016add4,92213,Salvador,RJ
CUST00288,40f78235-1c57-4eaf-8f55-6661d2b5185b,49529,Fortaleza,PE
CUST00289,3353b9af-b6b5-4c6b-98c8-8fb6f191a4df,25866,Recife,DF
CUST00290,36b70a21-7ea4-41ed-94e7-1cad4953394c,15383,Curitiba,ES
CUST00291,f53dc487-40bb-4c00-a01c-59ac9a0a6183,66148,Fortaleza,PR
CUST00292,43aab1b5-79ba-422d-a9bd-189d99840139,19038,Vitoria,CE
CUST00293,933c85fc-18c6-48f7-8280-131b351a9df2,54725,Sao Paulo,MT
CUST00294,f3247b04-77c0-49fe-a43f-db8f0145c3bd,65057,Goiania,RJ
CUST00295,e016de63-63ba-4d52-98f0-ca3395a706ee,66822,Curitiba,CE
CUST00296,b5516488-1d15-4bef-90b8-26b4fd1161e2,70258,Manaus,MG
CUST00297,e291614d-d14f-4deb-8728-8c6762ff5b04,67080,Belo Horizonte,AM
CUST00298,9cc79f70-b794-4fc1-bbf0-9c8ecb720e5c,78386,Fortaleza,RS
CUST00299,553ac04d-ca7e-4015-919a-4b57452d1529,90728,Vitoria,DF
CUST00300,3bbdca02-b199-4a11-add6-73dc189d2d9f,73372,Goiania,SC
CUST00301,8f59c5df-7855-4a10-925e-d7b14e2e0bb5,87656,Porto Alegre,PR
CUST00302,3eb393ca-11d5-42df-8111-6ea181c5b01d,42177,Rio de Janeiro,RS
CUST00303,38f94a62-3c67-47b4-b632-64a74c884aa6,69087,Salvador,DF
